Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_L,stanley_R,intellectual_R_1,intellectual_R_2,intellectual_R_3,intellectual_L_1,intellectual_L_2,intellectual_L_3,morality_R_1,morality_R_2,morality_R_3,morality_L_1,morality_L_2,morality_L_3,rater_position,response_ratings
40,1651660000000,04/05/2022 11:29,6404761,4,38,Somewhat Agree,statements,75,Rarely,Rarely,39,Female,A levels,3,Remain,Cost of food and everything will go up if we leave,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
41,1651660000000,04/05/2022 11:29,6404761,4,39,Strongly Agree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Leave,Good green print Uk in producing and supplying own produce,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
42,1651660000000,04/05/2022 11:29,6404761,4,40,Strongly Agree,statements,74,Rarely,Most weeks,80,Male,GCSEs,2,Leave,The amount of red tape and the political bias of the ECJ.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
43,1651660000000,04/05/2022 11:30,6404761,4,41,Strongly Agree,statements,80,Rarely,Most months,57,Female,GCSEs,2,Leave,To take back control of things like our fishing rights etc.,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,7
44,1651660000000,04/05/2022 11:30,6404761,4,42,Agree,statements,73,Rarely,Rarely,46,Female,A levels,2,Remain,Cost of living may go up because we aren't in the eu so some things will be higher in price etc,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,6
45,1651660000000,04/05/2022 11:30,6404761,4,43,Somewhat Agree,statements,80,Rarely,Most months,57,Female,GCSEs,2,Remain,"We will be cut off by several countries or penalised if we leave when it comes to import, exports",Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
46,1651660000000,04/05/2022 11:30,6404761,4,44,Strongly Agree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",1,Leave,People in charge of the EU are not voted for in a democratic way.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,7
47,1651660000000,04/05/2022 11:30,6404761,4,45,Agree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",2,Remain,To keep import/export arrangements,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
48,1651660000000,04/05/2022 11:30,6404761,4,46,Somewhat Agree,statements,72,Never,A few times a year,48,Female,A levels,2,Remain,To keep the financial support from EU,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
50,1651660000000,04/05/2022 11:30,6404761,4,48,Agree,statements,75,Rarely,Rarely,39,Female,A levels,1,Leave,Immigration - too many illegal,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
51,1651660000000,04/05/2022 11:30,6404761,4,49,Strongly Agree,statements,76,Rarely,Most weeks,55,Female,A levels,1,Leave,stop europe interfering,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
52,1651660000000,04/05/2022 11:30,6404761,4,50,Strongly Agree,statements,73,Rarely,Rarely,46,Female,A levels,1,Leave,We are a strong enough country to survive on our own,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,7
54,1651660000000,04/05/2022 11:30,6404761,4,52,Somewhat Agree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",3,Remain,Gives protection to the way we are treated eg in work.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
55,1651660000000,04/05/2022 11:30,6404761,4,53,Neither Agree nor Disagree,statements,80,Rarely,Most months,57,Female,GCSEs,3,Remain,We need to be part of the E U to manage financially,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
56,1651660000000,04/05/2022 11:30,6404761,4,54,Agree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",2,Leave,We have more freedom with the decisions we make,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
57,1651660000000,04/05/2022 11:30,6404761,4,55,Agree,statements,76,Rarely,Most weeks,55,Female,A levels,2,Remain,sharing resources with our allies in europe,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
58,1651660000000,04/05/2022 11:30,6404761,4,56,Somewhat Agree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",3,Leave,To make quality of living better,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
59,1651660000000,04/05/2022 11:30,6404761,4,57,Somewhat Agree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",2,Remain,We can travel easily to other EU countries.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
60,1651660000000,04/05/2022 11:30,6404761,4,58,Strongly Agree,statements,76,Rarely,Most weeks,55,Female,A levels,3,Leave,control of our courts,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
61,1651660000000,04/05/2022 11:31,6404761,4,59,Somewhat Disagree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",1,Remain,"We have good trading links that will continue,",Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,3
62,1651660000000,04/05/2022 11:31,6404761,4,60,Agree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",3,Leave,It will make us more independent and stronger,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
63,1651660000000,04/05/2022 11:31,6404761,4,61,Somewhat Agree,statements,73,Rarely,Rarely,46,Female,A levels,3,Remain,People can travel easily and freely within the eu,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
64,1651660000000,04/05/2022 11:31,6404761,4,62,Agree,statements,74,Rarely,Most weeks,80,Male,GCSEs,1,Leave,We were conned into joining a customs union not to be controlled by unelected bureaucrats.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
3,1651660000000,04/05/2022 11:29,6404835,4,1,Strongly Agree,statements,76,Rarely,Most weeks,55,Female,A levels,3,Leave,control of our courts,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
4,1651660000000,04/05/2022 11:29,6404835,4,2,Somewhat Disagree,statements,72,Never,A few times a year,48,Female,A levels,1,Remain,To remain part of the european community,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,3
5,1651660000000,04/05/2022 11:30,6404835,4,3,Somewhat Agree,statements,76,Rarely,Most weeks,55,Female,A levels,1,Leave,stop europe interfering,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
6,1651660000000,04/05/2022 11:30,6404835,4,4,Agree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",1,Leave,We will save money that we pay towards being part of the EU and we can use that money on this country instead,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
7,1651660000000,04/05/2022 11:30,6404835,4,5,Neither Agree nor Disagree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",3,Leave,It will make us more independent and stronger,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
8,1651660000000,04/05/2022 11:30,6404835,4,6,Somewhat Disagree,statements,75,Rarely,Rarely,39,Female,A levels,3,Leave,Population- country overpopulated canât cope,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
9,1651660000000,04/05/2022 11:30,6404835,4,7,Disagree,statements,74,Rarely,Most weeks,80,Male,GCSEs,1,Remain,I have property in the EU and so need free access there at all times and also access for my friends and relatives if they want to visit.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
11,1651660000000,04/05/2022 11:30,6404835,4,9,Somewhat Agree,statements,80,Rarely,Most months,57,Female,GCSEs,3,Leave,To be able to produce and do more in the UK for the people of the UK and therefore become much more sustainable,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
12,1651660000000,04/05/2022 11:30,6404835,4,10,Disagree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Remain,Uk is partly funding by the EU union,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
13,1651660000000,04/05/2022 11:30,6404835,4,11,Somewhat Agree,statements,75,Rarely,Rarely,39,Female,A levels,3,Remain,Cost of food and everything will go up if we leave,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
14,1651660000000,04/05/2022 11:31,6404835,4,12,Disagree,statements,72,Never,A few times a year,48,Female,A levels,3,Remain,For it to remain easy to work in european countries,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
15,1651660000000,04/05/2022 11:31,6404835,4,13,Strongly Disagree,statements,76,Rarely,Most weeks,55,Female,A levels,3,Remain,fear of isolation from europe,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
16,1651660000000,04/05/2022 11:31,6404835,4,14,Agree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",3,Remain,We will be charged more by EU countries if we leave,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
17,1651660000000,04/05/2022 11:31,6404835,4,15,Somewhat Agree,statements,73,Rarely,Rarely,46,Female,A levels,1,Remain,It is good to have the support of the eu,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
18,1651660000000,04/05/2022 11:31,6404835,4,16,Strongly Disagree,statements,80,Rarely,Most months,57,Female,GCSEs,3,Remain,We need to be part of the E U to manage financially,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,1
19,1651660000000,04/05/2022 11:31,6404835,4,17,Disagree,statements,75,Rarely,Rarely,39,Female,A levels,2,Leave,Benefits - not enough money,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
20,1651660000000,04/05/2022 11:31,6404835,4,18,Disagree,statements,76,Rarely,Most weeks,55,Female,A levels,1,Remain,travelling to europe was easier and cheaper,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
21,1651660000000,04/05/2022 11:31,6404835,4,19,Somewhat Disagree,statements,75,Rarely,Rarely,39,Female,A levels,1,Leave,Immigration - too many illegal,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
22,1651660000000,04/05/2022 11:31,6404835,4,20,Somewhat Agree,statements,76,Rarely,Most weeks,55,Female,A levels,2,Remain,sharing resources with our allies in europe,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
23,1651660000000,04/05/2022 11:31,6404835,4,21,Somewhat Disagree,statements,72,Never,A few times a year,48,Female,A levels,3,Leave,For better change for the people of the UK,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,3
24,1651660000000,04/05/2022 11:31,6404835,4,22,Somewhat Agree,statements,73,Rarely,Rarely,46,Female,A levels,2,Remain,Cost of living may go up because we aren't in the eu so some things will be higher in price etc,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
25,1651660000000,04/05/2022 11:31,6404835,4,23,Somewhat Agree,statements,73,Rarely,Rarely,46,Female,A levels,2,Leave,It would be good to make our own decisions on things,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
26,1651660000000,04/05/2022 11:32,6404835,4,24,Somewhat Disagree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Leave,Good green print Uk in producing and supplying own produce,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
27,1651660000000,04/05/2022 11:32,6404835,4,25,Strongly Agree,statements,74,Rarely,Most weeks,80,Male,GCSEs,2,Leave,The amount of red tape and the political bias of the ECJ.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
28,1651660000000,04/05/2022 11:32,6404835,4,26,Strongly Disagree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",1,Remain,To remain as part of something bigger,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
29,1651660000000,04/05/2022 11:32,6404835,4,27,Disagree,statements,72,Never,A few times a year,48,Female,A levels,2,Remain,To keep the financial support from EU,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
30,1651660000000,04/05/2022 11:32,6404835,4,28,Somewhat Agree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Leave,Independence as a country for UK,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
31,1651660000000,04/05/2022 11:32,6404835,4,29,Strongly Disagree,statements,80,Rarely,Most months,57,Female,GCSEs,1,Remain,Better the devil you know than the one you don't keep what we are used to.,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,1
32,1651660000000,04/05/2022 11:32,6404835,4,30,Strongly Disagree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",2,Remain,Other countries will disown us if we leave,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
33,1651660000000,04/05/2022 11:32,6404835,4,31,Strongly Disagree,statements,75,Rarely,Rarely,39,Female,A levels,1,Remain,All got to stick together,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
34,1651660000000,04/05/2022 11:32,6404835,4,32,Disagree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",3,Remain,To keep living costs down,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
35,1651660000000,04/05/2022 11:32,6404835,4,33,Disagree,statements,73,Rarely,Rarely,46,Female,A levels,3,Remain,People can travel easily and freely within the eu,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,2
36,1651660000000,04/05/2022 11:32,6404835,4,34,Neither Agree nor Disagree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",1,Leave,To gain independence,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
37,1651660000000,04/05/2022 11:32,6404835,4,35,Somewhat Agree,statements,72,Never,A few times a year,48,Female,A levels,2,Leave,Freedom from EU bureaucracy,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
38,1651660000000,04/05/2022 11:32,6404835,4,36,Disagree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",2,Remain,To keep import/export arrangements,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
39,1651660000000,04/05/2022 11:32,6404835,4,37,Somewhat Agree,statements,72,Never,A few times a year,48,Female,A levels,1,Leave,To not be part of the Eu,Somewhat Agree,NA,Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
40,1651660000000,04/05/2022 11:32,6404835,4,38,Agree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",1,Remain,"We have good trading links that will continue,",Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
41,1651660000000,04/05/2022 11:34,6404835,4,39,Disagree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",2,Remain,We can travel easily to other EU countries.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
42,1651660000000,04/05/2022 11:34,6404835,4,40,Strongly Agree,statements,74,Rarely,Most weeks,80,Male,GCSEs,1,Leave,We were conned into joining a customs union not to be controlled by unelected bureaucrats.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
43,1651660000000,04/05/2022 11:34,6404835,4,41,Agree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",2,Leave,To have a better economy,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
44,1651660000000,04/05/2022 11:34,6404835,4,42,Disagree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Remain,The country would loose money,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
45,1651660000000,04/05/2022 11:34,6404835,4,43,Strongly Disagree,statements,80,Rarely,Most months,57,Female,GCSEs,2,Remain,"We will be cut off by several countries or penalised if we leave when it comes to import, exports",Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,1
47,1651660000000,04/05/2022 11:34,6404835,4,45,Agree,statements,80,Rarely,Most months,57,Female,GCSEs,2,Leave,To take back control of things like our fishing rights etc.,Neither Agree nor Disagree,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,6
48,1651660000000,04/05/2022 11:34,6404835,4,46,Disagree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",3,Remain,Gives protection to the way we are treated eg in work.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
49,1651660000000,04/05/2022 11:34,6404835,4,47,Strongly Disagree,statements,73,Rarely,Rarely,46,Female,A levels,3,Leave,It is good for the country to support our own businesses etc rather than always outsourcing abroad,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,1
50,1651660000000,04/05/2022 11:34,6404835,4,48,Disagree,statements,74,Rarely,Most weeks,80,Male,GCSEs,2,Remain,"I work in the EU, and I intend to carry on working there for the foreseeable future so it is vital that I can travel freely.",Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
51,1651660000000,04/05/2022 11:34,6404835,4,49,Strongly Disagree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Remain,Uk is stronger with Europe than without,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
52,1651660000000,04/05/2022 11:35,6404835,4,50,Agree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",3,Leave,we can have more control over immigration.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
53,1651660000000,04/05/2022 11:35,6404835,4,51,Disagree,statements,77,Never,Rarely,25,Female,"Undergraduate degree (BSc, BA)",1,Remain,There is security being in the EU,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
54,1651660000000,04/05/2022 11:35,6404835,4,52,Neither Agree nor Disagree,statements,78,Never,Never,29,Female,"Undergraduate degree (BSc, BA)",3,Leave,To make quality of living better,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
55,1651660000000,04/05/2022 11:35,6404835,4,53,Neither Agree nor Disagree,statements,73,Rarely,Rarely,46,Female,A levels,1,Leave,We are a strong enough country to survive on our own,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
56,1651660000000,04/05/2022 11:35,6404835,4,54,Somewhat Agree,statements,79,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Leave,Self reliance of products,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
57,1651660000000,04/05/2022 11:35,6404835,4,55,Neither Agree nor Disagree,statements,71,A few times a year,A few times a year,36,Female,"Undergraduate degree (BSc, BA)",2,Leave,The money can be put towards the NHS,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
