Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,condition,ITT_cond,passedITT
37,1658860000000,26/07/2022 18:03,6842712,3,35,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Not everyone needs to be vaccinated to have the population ok with it.,Anti,7,ANTI,1164,209,Against,Baseline,0,NA
16,1658860000000,26/07/2022 18:01,6842712,3,14,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Not tested for long enough during trial stages,Anti,7,ANTI,1168,209,Against,Baseline,0,NA
21,1658860000000,26/07/2022 18:01,6842712,3,19,Strongly Agree,statements,100,Most months,Most months,35,Female,A levels,5,Against,People who are vulnerable will have it so why should I?,Anti,7,ANTI,1199,209,Against,Baseline,0,NA
6,1658860000000,26/07/2022 18:00,6842712,3,4,Strongly Agree,statements,93,Most months,Most months,31,Male,A levels,5,Against,Scared of long-lasting side effects.,Anti,7,ANTI,1157,209,Against,Baseline,0,NA
57,1658860000000,26/07/2022 18:04,6842712,3,55,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Side effects including blood clots,Anti,7,ANTI,1169,209,Against,Baseline,0,NA
13,1658860000000,26/07/2022 18:01,6842712,3,11,Neither Agree nor Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,6,Against,"The cost and upkeep getting absolutely everyone vaccinated,would be better to get at risk groups done. Has been months since rollout yet less than half have the UK have been vaccinated fully.",Anti,4,ANTI,1194,209,Against,Baseline,0,NA
64,1658860000000,26/07/2022 18:04,6842712,3,62,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,4,Against,the vaccine hasn't been tested for the number of years required to know for certain whether it will cause serious side effects in the future,Anti,7,ANTI,1144,209,Against,Baseline,0,NA
53,1658860000000,26/07/2022 18:04,6842712,3,51,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,There is some evidence of serious side effects,Anti,7,ANTI,1163,209,Against,Baseline,0,NA
39,1658860000000,26/07/2022 18:03,6842712,3,37,Strongly Agree,statements,100,Most months,Most months,35,Female,A levels,6,Against,Usually vaccines take years to develop and we don't know the long term effects,Anti,7,ANTI,1200,209,Against,Baseline,0,NA
25,1658860000000,26/07/2022 18:02,6842712,3,23,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,5,Against,Vaccine hasn't proven effectiveness yet as we have just come out of lockdown. I believe they have used the effectiveness of the lockdown but given the glory to the vaccine,Anti,7,ANTI,1193,209,Against,Baseline,0,NA
17,1658860000000,26/07/2022 18:01,6842712,3,15,Strongly Agree,statements,93,Most months,Most months,31,Male,A levels,6,Against,Whether the vaccine is needed.,Anti,7,ANTI,1158,209,Against,Baseline,0,NA
43,1658860000000,26/07/2022 18:03,6842712,3,41,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,4,Against,Worried about long-term effects. Or the danger to health from having to be injected year after year..for very little shown benefit,Anti,7,ANTI,1192,209,Against,Baseline,0,NA
23,1658860000000,26/07/2022 18:08,6842766,3,21,Disagree,statements,93,Most months,Most months,31,Male,A levels,4,Against,Bad experience with vaccines in the past.,Anti,2,ANTI,1156,218,Against,Baseline,0,NA
28,1658860000000,26/07/2022 18:09,6842766,3,26,Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Don't trust BoJo to act in our best interests,Anti,6,ANTI,1170,218,Against,Baseline,0,NA
44,1658860000000,26/07/2022 18:10,6842766,3,42,Strongly Agree,statements,100,Most months,Most months,35,Female,A levels,4,Against,I am fit and healthy so do not need it,Anti,7,ANTI,1198,218,Against,Baseline,0,NA
19,1658860000000,26/07/2022 18:08,6842766,3,17,Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,5,Against,I am scared of any side effects,Anti,6,ANTI,1181,218,Against,Baseline,0,NA
61,1658860000000,26/07/2022 18:10,6842766,3,59,Agree,statements,92,Never,Never,27,Female,GCSEs,4,Against,I could be Allergic to ingredients,Anti,6,ANTI,1150,218,Against,Baseline,0,NA
7,1658860000000,26/07/2022 18:07,6842766,3,5,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,4,Against,I don't trust it because it is rushed,Anti,5,ANTI,1180,218,Against,Baseline,0,NA
55,1658860000000,26/07/2022 18:10,6842766,3,53,Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't trust vaccines in general.,Anti,2,ANTI,1187,218,Against,Baseline,0,NA
35,1658860000000,26/07/2022 18:09,6842766,3,33,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,6,Against,I don't want to put anything in my body which I feel is unsafe,Anti,7,ANTI,1176,218,Against,Baseline,0,NA
63,1658860000000,26/07/2022 18:11,6842766,3,61,Strongly Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,6,Against,I fear it will give me covid rather than protect against it,Anti,7,ANTI,1182,218,Against,Baseline,0,NA
31,1658860000000,26/07/2022 18:09,6842766,3,29,Agree,statements,96,Never,Most weeks,20,Female,A levels,5,Against,I feel it has been made too quickly,Anti,6,ANTI,1175,218,Against,Baseline,0,NA
6,1658860000000,26/07/2022 18:07,6842766,3,4,Disagree,statements,92,Never,Never,27,Female,GCSEs,5,Against,I may be Afraid of needles,Anti,2,ANTI,1151,218,Against,Baseline,0,NA
9,1658860000000,26/07/2022 18:07,6842766,3,7,Strongly Disagree,statements,92,Never,Never,27,Female,GCSEs,6,Against,I may be Under age,Anti,1,ANTI,1152,218,Against,Baseline,0,NA
13,1658860000000,26/07/2022 18:08,6842766,3,11,Strongly Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",6,Against,"I put my faith in God, not man's solutions.",Anti,1,ANTI,1188,218,Against,Baseline,0,NA
51,1658860000000,26/07/2022 18:10,6842766,3,49,Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,5,Against,it causes blood clots and other side effects,Anti,6,ANTI,1145,218,Against,Baseline,0,NA
64,1658860000000,26/07/2022 18:11,6842766,3,62,Agree,statements,96,Never,Most weeks,20,Female,A levels,4,Against,It hasnt been tested over years so we don't know the long term side effects,Anti,6,ANTI,1174,218,Against,Baseline,0,NA
48,1658860000000,26/07/2022 18:10,6842766,3,46,Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,It is still in trials so we are being treated as guinea pigs,Anti,6,ANTI,1162,218,Against,Baseline,0,NA
30,1658860000000,26/07/2022 18:09,6842766,3,28,Agree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",4,Against,It's been rushed/not enough time to be fully tested.,Anti,6,ANTI,1186,218,Against,Baseline,0,NA
25,1658860000000,26/07/2022 18:08,6842766,3,23,Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,6,Against,most people don't die from the virus so there is no need for a vaccine,Anti,6,ANTI,1146,218,Against,Baseline,0,NA
15,1658860000000,26/07/2022 18:08,6842766,3,13,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Not everyone needs to be vaccinated to have the population ok with it.,Anti,7,ANTI,1164,218,Against,Baseline,0,NA
24,1658860000000,26/07/2022 18:08,6842766,3,22,Somewhat Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Not tested for long enough during trial stages,Anti,5,ANTI,1168,218,Against,Baseline,0,NA
56,1658860000000,26/07/2022 18:10,6842766,3,54,Somewhat Agree,statements,100,Most months,Most months,35,Female,A levels,5,Against,People who are vulnerable will have it so why should I?,Anti,5,ANTI,1199,218,Against,Baseline,0,NA
38,1658860000000,26/07/2022 18:09,6842766,3,36,Strongly Agree,statements,93,Most months,Most months,31,Male,A levels,5,Against,Scared of long-lasting side effects.,Anti,7,ANTI,1157,218,Against,Baseline,0,NA
59,1658860000000,26/07/2022 18:10,6842766,3,57,Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Side effects including blood clots,Anti,6,ANTI,1169,218,Against,Baseline,0,NA
4,1658860000000,26/07/2022 18:07,6842766,3,2,Neither Agree nor Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,6,Against,"The cost and upkeep getting absolutely everyone vaccinated,would be better to get at risk groups done. Has been months since rollout yet less than half have the UK have been vaccinated fully.",Anti,4,ANTI,1194,218,Against,Baseline,0,NA
32,1658860000000,26/07/2022 18:09,6842766,3,30,Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,4,Against,the vaccine hasn't been tested for the number of years required to know for certain whether it will cause serious side effects in the future,Anti,6,ANTI,1144,218,Against,Baseline,0,NA
33,1658860000000,26/07/2022 18:09,6842766,3,31,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,There is some evidence of serious side effects,Anti,7,ANTI,1163,218,Against,Baseline,0,NA
52,1658860000000,26/07/2022 18:10,6842766,3,50,Agree,statements,100,Most months,Most months,35,Female,A levels,6,Against,Usually vaccines take years to develop and we don't know the long term effects,Anti,6,ANTI,1200,218,Against,Baseline,0,NA
41,1658860000000,26/07/2022 18:09,6842766,3,39,Neither Agree nor Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,5,Against,Vaccine hasn't proven effectiveness yet as we have just come out of lockdown. I believe they have used the effectiveness of the lockdown but given the glory to the vaccine,Anti,4,ANTI,1193,218,Against,Baseline,0,NA
50,1658860000000,26/07/2022 18:10,6842766,3,48,Neither Agree nor Disagree,statements,93,Most months,Most months,31,Male,A levels,6,Against,Whether the vaccine is needed.,Anti,4,ANTI,1158,218,Against,Baseline,0,NA
53,1658860000000,26/07/2022 18:10,6842766,3,51,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,4,Against,Worried about long-term effects. Or the danger to health from having to be injected year after year..for very little shown benefit,Anti,7,ANTI,1192,218,Against,Baseline,0,NA
60,1658860000000,26/07/2022 18:20,6842857,3,58,Neither Agree nor Disagree,statements,93,Most months,Most months,31,Male,A levels,4,Against,Bad experience with vaccines in the past.,Anti,4,ANTI,1156,241,Against,Baseline,0,NA
34,1658860000000,26/07/2022 18:19,6842857,3,32,Somewhat Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Don't trust BoJo to act in our best interests,Anti,5,ANTI,1170,241,Against,Baseline,0,NA
4,1658860000000,26/07/2022 18:17,6842857,3,2,Somewhat Disagree,statements,100,Most months,Most months,35,Female,A levels,4,Against,I am fit and healthy so do not need it,Anti,3,ANTI,1198,241,Against,Baseline,0,NA
49,1658860000000,26/07/2022 18:20,6842857,3,47,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,5,Against,I am scared of any side effects,Anti,5,ANTI,1181,241,Against,Baseline,0,NA
50,1658860000000,26/07/2022 18:20,6842857,3,48,Agree,statements,92,Never,Never,27,Female,GCSEs,4,Against,I could be Allergic to ingredients,Anti,6,ANTI,1150,241,Against,Baseline,0,NA
55,1658860000000,26/07/2022 18:20,6842857,3,53,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,4,Against,I don't trust it because it is rushed,Anti,5,ANTI,1180,241,Against,Baseline,0,NA
31,1658860000000,26/07/2022 18:19,6842857,3,29,Somewhat Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't trust vaccines in general.,Anti,3,ANTI,1187,241,Against,Baseline,0,NA
52,1658860000000,26/07/2022 18:20,6842857,3,50,Somewhat Agree,statements,96,Never,Most weeks,20,Female,A levels,6,Against,I don't want to put anything in my body which I feel is unsafe,Anti,5,ANTI,1176,241,Against,Baseline,0,NA
19,1658860000000,26/07/2022 18:18,6842857,3,17,Strongly Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,6,Against,I fear it will give me covid rather than protect against it,Anti,7,ANTI,1182,241,Against,Baseline,0,NA
27,1658860000000,26/07/2022 18:19,6842857,3,25,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,5,Against,I feel it has been made too quickly,Anti,7,ANTI,1175,241,Against,Baseline,0,NA
44,1658860000000,26/07/2022 18:19,6842857,3,42,Neither Agree nor Disagree,statements,92,Never,Never,27,Female,GCSEs,5,Against,I may be Afraid of needles,Anti,4,ANTI,1151,241,Against,Baseline,0,NA
10,1658860000000,26/07/2022 18:17,6842857,3,8,Neither Agree nor Disagree,statements,92,Never,Never,27,Female,GCSEs,6,Against,I may be Under age,Anti,4,ANTI,1152,241,Against,Baseline,0,NA
64,1658860000000,26/07/2022 18:20,6842857,3,62,Neither Agree nor Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",6,Against,"I put my faith in God, not man's solutions.",Anti,4,ANTI,1188,241,Against,Baseline,0,NA
18,1658860000000,26/07/2022 18:18,6842857,3,16,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,5,Against,it causes blood clots and other side effects,Anti,7,ANTI,1145,241,Against,Baseline,0,NA
9,1658860000000,26/07/2022 18:17,6842857,3,7,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,4,Against,It hasnt been tested over years so we don't know the long term side effects,Anti,7,ANTI,1174,241,Against,Baseline,0,NA
3,1658860000000,26/07/2022 18:17,6842857,3,1,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,It is still in trials so we are being treated as guinea pigs,Anti,7,ANTI,1162,241,Against,Baseline,0,NA
12,1658860000000,26/07/2022 18:18,6842857,3,10,Strongly Agree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",4,Against,It's been rushed/not enough time to be fully tested.,Anti,7,ANTI,1186,241,Against,Baseline,0,NA
8,1658860000000,26/07/2022 18:17,6842857,3,6,Somewhat Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,6,Against,most people don't die from the virus so there is no need for a vaccine,Anti,5,ANTI,1146,241,Against,Baseline,0,NA
61,1658860000000,26/07/2022 18:20,6842857,3,59,Neither Agree nor Disagree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Not everyone needs to be vaccinated to have the population ok with it.,Anti,4,ANTI,1164,241,Against,Baseline,0,NA
6,1658860000000,26/07/2022 18:17,6842857,3,4,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Not tested for long enough during trial stages,Anti,7,ANTI,1168,241,Against,Baseline,0,NA
54,1658860000000,26/07/2022 18:20,6842857,3,52,Neither Agree nor Disagree,statements,100,Most months,Most months,35,Female,A levels,5,Against,People who are vulnerable will have it so why should I?,Anti,4,ANTI,1199,241,Against,Baseline,0,NA
59,1658860000000,26/07/2022 18:20,6842857,3,57,Somewhat Agree,statements,93,Most months,Most months,31,Male,A levels,5,Against,Scared of long-lasting side effects.,Anti,5,ANTI,1157,241,Against,Baseline,0,NA
21,1658860000000,26/07/2022 18:18,6842857,3,19,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Side effects including blood clots,Anti,7,ANTI,1169,241,Against,Baseline,0,NA
11,1658860000000,26/07/2022 18:18,6842857,3,9,Strongly Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,6,Against,"The cost and upkeep getting absolutely everyone vaccinated,would be better to get at risk groups done. Has been months since rollout yet less than half have the UK have been vaccinated fully.",Anti,1,ANTI,1194,241,Against,Baseline,0,NA
26,1658860000000,26/07/2022 18:19,6842857,3,24,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,4,Against,the vaccine hasn't been tested for the number of years required to know for certain whether it will cause serious side effects in the future,Anti,7,ANTI,1144,241,Against,Baseline,0,NA
40,1658860000000,26/07/2022 18:19,6842857,3,38,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,There is some evidence of serious side effects,Anti,7,ANTI,1163,241,Against,Baseline,0,NA
41,1658860000000,26/07/2022 18:19,6842857,3,39,Strongly Agree,statements,100,Most months,Most months,35,Female,A levels,6,Against,Usually vaccines take years to develop and we don't know the long term effects,Anti,7,ANTI,1200,241,Against,Baseline,0,NA
25,1658860000000,26/07/2022 18:19,6842857,3,23,Somewhat Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,5,Against,Vaccine hasn't proven effectiveness yet as we have just come out of lockdown. I believe they have used the effectiveness of the lockdown but given the glory to the vaccine,Anti,3,ANTI,1193,241,Against,Baseline,0,NA
45,1658860000000,26/07/2022 18:19,6842857,3,43,Somewhat Agree,statements,93,Most months,Most months,31,Male,A levels,6,Against,Whether the vaccine is needed.,Anti,5,ANTI,1158,241,Against,Baseline,0,NA
20,1658860000000,26/07/2022 18:18,6842857,3,18,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,4,Against,Worried about long-term effects. Or the danger to health from having to be injected year after year..for very little shown benefit,Anti,7,ANTI,1192,241,Against,Baseline,0,NA
64,1658860000000,26/07/2022 18:24,6842859,3,59,Strongly Disagree,statements,93,Most months,Most months,31,Male,A levels,4,Against,Bad experience with vaccines in the past.,Anti,1,ANTI,1156,242,Against,Baseline,0,NA
6,1658860000000,26/07/2022 18:19,6842859,3,4,Neither Agree nor Disagree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Don't trust BoJo to act in our best interests,Anti,4,ANTI,1170,242,Against,Baseline,0,NA
65,1658860000000,26/07/2022 18:24,6842859,3,60,Strongly Disagree,statements,100,Most months,Most months,35,Female,A levels,4,Against,I am fit and healthy so do not need it,Anti,1,ANTI,1198,242,Against,Baseline,0,NA
26,1658860000000,26/07/2022 18:21,6842859,3,21,Strongly Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,5,Against,I am scared of any side effects,Anti,7,ANTI,1181,242,Against,Baseline,0,NA
54,1658860000000,26/07/2022 18:23,6842859,3,49,Disagree,statements,92,Never,Never,27,Female,GCSEs,4,Against,I could be Allergic to ingredients,Anti,2,ANTI,1150,242,Against,Baseline,0,NA
46,1658860000000,26/07/2022 18:23,6842859,3,41,Strongly Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,4,Against,I don't trust it because it is rushed,Anti,7,ANTI,1180,242,Against,Baseline,0,NA
57,1658860000000,26/07/2022 18:24,6842859,3,52,Strongly Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't trust vaccines in general.,Anti,1,ANTI,1187,242,Against,Baseline,0,NA
25,1658860000000,26/07/2022 18:21,6842859,3,20,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,6,Against,I don't want to put anything in my body which I feel is unsafe,Anti,7,ANTI,1176,242,Against,Baseline,0,NA
9,1658860000000,26/07/2022 18:19,6842859,3,7,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,6,Against,I fear it will give me covid rather than protect against it,Anti,5,ANTI,1182,242,Against,Baseline,0,NA
21,1658860000000,26/07/2022 18:21,6842859,3,16,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,5,Against,I feel it has been made too quickly,Anti,7,ANTI,1175,242,Against,Baseline,0,NA
40,1658860000000,26/07/2022 18:22,6842859,3,35,Strongly Disagree,statements,92,Never,Never,27,Female,GCSEs,5,Against,I may be Afraid of needles,Anti,1,ANTI,1151,242,Against,Baseline,0,NA
19,1658860000000,26/07/2022 18:21,6842859,3,14,Strongly Disagree,statements,92,Never,Never,27,Female,GCSEs,6,Against,I may be Under age,Anti,1,ANTI,1152,242,Against,Baseline,0,NA
53,1658860000000,26/07/2022 18:23,6842859,3,48,Strongly Disagree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",6,Against,"I put my faith in God, not man's solutions.",Anti,1,ANTI,1188,242,Against,Baseline,0,NA
48,1658860000000,26/07/2022 18:23,6842859,3,43,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,5,Against,it causes blood clots and other side effects,Anti,7,ANTI,1145,242,Against,Baseline,0,NA
66,1658860000000,26/07/2022 18:24,6842859,3,61,Strongly Agree,statements,96,Never,Most weeks,20,Female,A levels,4,Against,It hasnt been tested over years so we don't know the long term side effects,Anti,7,ANTI,1174,242,Against,Baseline,0,NA
43,1658860000000,26/07/2022 18:23,6842859,3,38,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,It is still in trials so we are being treated as guinea pigs,Anti,7,ANTI,1162,242,Against,Baseline,0,NA
14,1658860000000,26/07/2022 18:20,6842859,3,12,Strongly Agree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",4,Against,It's been rushed/not enough time to be fully tested.,Anti,7,ANTI,1186,242,Against,Baseline,0,NA
27,1658860000000,26/07/2022 18:21,6842859,3,22,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,6,Against,most people don't die from the virus so there is no need for a vaccine,Anti,7,ANTI,1146,242,Against,Baseline,0,NA
36,1658860000000,26/07/2022 18:22,6842859,3,31,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Not everyone needs to be vaccinated to have the population ok with it.,Anti,7,ANTI,1164,242,Against,Baseline,0,NA
11,1658860000000,26/07/2022 18:20,6842859,3,9,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,Not tested for long enough during trial stages,Anti,7,ANTI,1168,242,Against,Baseline,0,NA
67,1658860000000,26/07/2022 18:25,6842859,3,62,Somewhat Disagree,statements,100,Most months,Most months,35,Female,A levels,5,Against,People who are vulnerable will have it so why should I?,Anti,3,ANTI,1199,242,Against,Baseline,0,NA
44,1658860000000,26/07/2022 18:23,6842859,3,39,Strongly Agree,statements,93,Most months,Most months,31,Male,A levels,5,Against,Scared of long-lasting side effects.,Anti,7,ANTI,1157,242,Against,Baseline,0,NA
33,1658860000000,26/07/2022 18:22,6842859,3,28,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Side effects including blood clots,Anti,7,ANTI,1169,242,Against,Baseline,0,NA
41,1658860000000,26/07/2022 18:23,6842859,3,36,Somewhat Disagree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,6,Against,"The cost and upkeep getting absolutely everyone vaccinated,would be better to get at risk groups done. Has been months since rollout yet less than half have the UK have been vaccinated fully.",Anti,3,ANTI,1194,242,Against,Baseline,0,NA
30,1658860000000,26/07/2022 18:21,6842859,3,25,Strongly Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,4,Against,the vaccine hasn't been tested for the number of years required to know for certain whether it will cause serious side effects in the future,Anti,7,ANTI,1144,242,Against,Baseline,0,NA
52,1658860000000,26/07/2022 18:23,6842859,3,47,Strongly Agree,statements,94,Rarely,Once or twice a year,49,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,There is some evidence of serious side effects,Anti,7,ANTI,1163,242,Against,Baseline,0,NA
28,1658860000000,26/07/2022 18:21,6842859,3,23,Strongly Agree,statements,100,Most months,Most months,35,Female,A levels,6,Against,Usually vaccines take years to develop and we don't know the long term effects,Anti,7,ANTI,1200,242,Against,Baseline,0,NA
63,1658860000000,26/07/2022 18:24,6842859,3,58,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,5,Against,Vaccine hasn't proven effectiveness yet as we have just come out of lockdown. I believe they have used the effectiveness of the lockdown but given the glory to the vaccine,Anti,7,ANTI,1193,242,Against,Baseline,0,NA
55,1658860000000,26/07/2022 18:23,6842859,3,50,Strongly Agree,statements,93,Most months,Most months,31,Male,A levels,6,Against,Whether the vaccine is needed.,Anti,7,ANTI,1158,242,Against,Baseline,0,NA
35,1658860000000,26/07/2022 18:22,6842859,3,30,Strongly Agree,statements,99,Most months,Most months,42,Male,Vocational Training / Apprenticeship,4,Against,Worried about long-term effects. Or the danger to health from having to be injected year after year..for very little shown benefit,Anti,7,ANTI,1192,242,Against,Baseline,0,NA
16,1658860000000,26/07/2022 18:51,6842920,3,14,Disagree,statements,93,Most months,Most months,31,Male,A levels,4,Against,Bad experience with vaccines in the past.,Anti,2,ANTI,1156,262,Against,Baseline,0,NA
13,1658860000000,26/07/2022 18:51,6842920,3,11,Strongly Agree,statements,95,Most weeks,Most months,30,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Don't trust BoJo to act in our best interests,Anti,7,ANTI,1170,262,Against,Baseline,0,NA
63,1658860000000,26/07/2022 18:53,6842920,3,61,Somewhat Agree,statements,100,Most months,Most months,35,Female,A levels,4,Against,I am fit and healthy so do not need it,Anti,5,ANTI,1198,262,Against,Baseline,0,NA
32,1658860000000,26/07/2022 18:52,6842920,3,30,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,5,Against,I am scared of any side effects,Anti,5,ANTI,1181,262,Against,Baseline,0,NA
37,1658860000000,26/07/2022 18:52,6842920,3,35,Somewhat Agree,statements,92,Never,Never,27,Female,GCSEs,4,Against,I could be Allergic to ingredients,Anti,5,ANTI,1150,262,Against,Baseline,0,NA
57,1658860000000,26/07/2022 18:53,6842920,3,55,Somewhat Agree,statements,97,Rarely,Rarely,36,Female,GCSEs,4,Against,I don't trust it because it is rushed,Anti,5,ANTI,1180,262,Against,Baseline,0,NA
48,1658860000000,26/07/2022 18:53,6842920,3,46,Somewhat Agree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't trust vaccines in general.,Anti,5,ANTI,1187,262,Against,Baseline,0,NA
39,1658860000000,26/07/2022 18:52,6842920,3,37,Somewhat Agree,statements,96,Never,Most weeks,20,Female,A levels,6,Against,I don't want to put anything in my body which I feel is unsafe,Anti,5,ANTI,1176,262,Against,Baseline,0,NA
19,1658860000000,26/07/2022 18:51,6842920,3,17,Neither Agree nor Disagree,statements,97,Rarely,Rarely,36,Female,GCSEs,6,Against,I fear it will give me covid rather than protect against it,Anti,4,ANTI,1182,262,Against,Baseline,0,NA
31,1658860000000,26/07/2022 18:52,6842920,3,29,Somewhat Agree,statements,96,Never,Most weeks,20,Female,A levels,5,Against,I feel it has been made too quickly,Anti,5,ANTI,1175,262,Against,Baseline,0,NA
15,1658860000000,26/07/2022 18:51,6842920,3,13,Disagree,statements,92,Never,Never,27,Female,GCSEs,5,Against,I may be Afraid of needles,Anti,2,ANTI,1151,262,Against,Baseline,0,NA
50,1658860000000,26/07/2022 18:53,6842920,3,48,Strongly Disagree,statements,92,Never,Never,27,Female,GCSEs,6,Against,I may be Under age,Anti,1,ANTI,1152,262,Against,Baseline,0,NA
10,1658860000000,26/07/2022 18:41,6842920,3,8,Somewhat Agree,statements,98,Rarely,Most months,26,Male,"Undergraduate degree (BSc, BA)",6,Against,"I put my faith in God, not man's solutions.",Anti,5,ANTI,1188,262,Against,Baseline,0,NA
61,1658860000000,26/07/2022 18:53,6842920,3,59,Somewhat Agree,statements,91,A few times a year,Most months,64,Female,GCSEs,5,Against,it causes blood clots and other side effects,Anti,5,ANTI,1145,262,Against,Baseline,0,NA
