Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,condition,ITT_cond,passedITT
6,1658936769290,27/07/2022 15:46:09,6847803,3,4,Somewhat Agree,statements,29,Once or twice a year,Most months,37,Female,A levels,1,For,so I can go on holiday as we wont be able to travel without one,Pro,5,ANTI,769,389,For,ITT,1,0
7,1658936773316,27/07/2022 15:46:13,6847803,3,5,Agree,statements,23,Most weeks,Most weeks,25,Female,Vocational Training / Apprenticeship,3,For,the pro's out weigh the con's of the vaccine,Pro,6,ANTI,735,389,For,ITT,1,1
8,1658936776100,27/07/2022 15:46:16,6847803,3,6,Somewhat Agree,statements,25,Most days,Most months,25,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,You can travel to countries without quarantine period,Pro,5,ANTI,747,389,For,ITT,1,0
11,1658936788843,27/07/2022 15:46:28,6847803,3,9,Strongly Agree,statements,22,A few times a year,Rarely,19,Male,A levels,2,For,The NHS put their lives on the line for the peoples safety.,Pro,7,ANTI,728,389,For,ITT,1,1
16,1658936799482,27/07/2022 15:46:39,6847803,3,14,Agree,statements,27,Never,Never,28,Female,A levels,2,For,Plenty of case studies,Pro,6,ANTI,758,389,For,ITT,1,1
18,1658936806256,27/07/2022 15:46:46,6847803,3,16,Agree,statements,24,Most weeks,Most days,64,Male,No formal qualifications,2,For,I think the positives outweigh the negatives.,Pro,6,ANTI,740,389,For,ITT,1,1
21,1658936818140,27/07/2022 15:46:58,6847803,3,19,Somewhat Agree,statements,29,Once or twice a year,Most months,37,Female,A levels,2,For,in case employers say you have to be vaccinated to work,Pro,5,ANTI,770,389,For,ITT,1,0
23,1658936826173,27/07/2022 15:47:06,6847803,3,21,Neither Agree nor Disagree,statements,25,Most days,Most months,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,You apparently don't have to wear a mask,Pro,4,ANTI,746,389,For,ITT,1,0
24,1658936828525,27/07/2022 15:47:08,6847803,3,22,Somewhat Agree,statements,27,Never,Never,28,Female,A levels,1,For,Produced quickly and effectively,Pro,5,ANTI,757,389,For,ITT,1,0
25,1658936832873,27/07/2022 15:47:12,6847803,3,23,Neither Agree nor Disagree,statements,27,Never,Never,28,Female,A levels,3,For,Non profit vaccination,Pro,4,ANTI,759,389,For,ITT,1,0
26,1658936835552,27/07/2022 15:47:15,6847803,3,24,Agree,statements,24,Most weeks,Most days,64,Male,No formal qualifications,1,For,I want the vaccine as soon as possible to protect myself from covid.,Pro,6,ANTI,739,389,For,ITT,1,1
32,1658936857877,27/07/2022 15:47:37,6847803,3,30,Strongly Agree,statements,28,Most weeks,Most weeks,29,Female,A levels,1,For,It's to protect myself and those around me,Pro,7,ANTI,763,389,For,ITT,1,1
33,1658936859096,27/07/2022 15:47:39,6847803,3,31,Strongly Agree,statements,23,Most weeks,Most weeks,25,Female,Vocational Training / Apprenticeship,1,For,It is the best way to protect yourself and your loved ones,Pro,7,ANTI,733,389,For,ITT,1,1
37,1658936875780,27/07/2022 15:47:55,6847803,3,35,Strongly Agree,statements,29,Once or twice a year,Most months,37,Female,A levels,3,For,to protect the elderly and vulnerable,Pro,7,ANTI,771,389,For,ITT,1,1
41,1658936886233,27/07/2022 15:48:06,6847803,3,39,Strongly Agree,statements,22,A few times a year,Rarely,19,Male,A levels,1,For,That its a necessity for the virus to be eradicated for good and it's the only way out of this pandemic.,Pro,7,ANTI,727,389,For,ITT,1,1
47,1658936910423,27/07/2022 15:48:30,6847803,3,45,Agree,statements,30,Most months,Most months,48,Female,A levels,2,For,It protects us and other people,Pro,6,ANTI,776,389,For,ITT,1,1
49,1658936917233,27/07/2022 15:48:37,6847803,3,47,Neither Agree nor Disagree,statements,26,Most weeks,Most months,44,Male,A levels,3,For,Everyone else is having the vaccine,Pro,4,ANTI,753,389,For,ITT,1,0
50,1658936919458,27/07/2022 15:48:39,6847803,3,48,Strongly Agree,statements,26,Most weeks,Most months,44,Male,A levels,2,For,Don't want to get sick of covid,Pro,7,ANTI,752,389,For,ITT,1,1
51,1658936921341,27/07/2022 15:48:41,6847803,3,49,Strongly Agree,statements,22,A few times a year,Rarely,19,Male,A levels,3,For,There are side effects but only a very low probability of it taking place,Pro,7,ANTI,729,389,For,ITT,1,1
52,1658936922504,27/07/2022 15:48:42,6847803,3,50,Strongly Agree,statements,26,Most weeks,Most months,44,Male,A levels,1,For,To get back to normality,Pro,7,ANTI,751,389,For,ITT,1,1
53,1658936923918,27/07/2022 15:48:43,6847803,3,51,Strongly Agree,statements,28,Most weeks,Most weeks,29,Female,A levels,2,For,It's a way of getting life back to normal,Pro,7,ANTI,764,389,For,ITT,1,1
54,1658936925999,27/07/2022 15:48:45,6847803,3,52,Strongly Agree,statements,21,Most months,Most months,45,Female,GCSEs,3,For,I work in the NHS or health sector,Pro,7,ANTI,723,389,For,ITT,1,1
55,1658936928518,27/07/2022 15:48:48,6847803,3,53,Strongly Agree,statements,30,Most months,Most months,48,Female,A levels,1,For,It will help get rid of the presence of COVID in our world,Pro,7,ANTI,775,389,For,ITT,1,1
58,1658936936820,27/07/2022 15:48:56,6847803,3,56,Somewhat Agree,statements,28,Most weeks,Most weeks,29,Female,A levels,3,For,Everyone else is getting one,Pro,5,ANTI,765,389,For,ITT,1,0
59,1658936938950,27/07/2022 15:48:58,6847803,3,57,Strongly Agree,statements,25,Most days,Most months,25,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,You're chances of getting the virus are reduced,Pro,7,ANTI,745,389,For,ITT,1,1
61,1658936944771,27/07/2022 15:49:04,6847803,3,59,Strongly Agree,statements,23,Most weeks,Most weeks,25,Female,Vocational Training / Apprenticeship,2,For,It wouldn't have been offered out if it wasn't safe,Pro,7,ANTI,734,389,For,ITT,1,1
62,1658936947161,27/07/2022 15:49:07,6847803,3,60,Neither Agree nor Disagree,statements,21,Most months,Most months,45,Female,GCSEs,2,For,I have to because my employer insists on it,Pro,4,ANTI,722,389,For,ITT,1,0
64,1658936952666,27/07/2022 15:49:12,6847803,3,62,Neither Agree nor Disagree,statements,24,Most weeks,Most days,64,Male,No formal qualifications,3,For,Everyone else is getting it and I don't want to be left behind.,Pro,4,ANTI,741,389,For,ITT,1,0
4,1658935779407,27/07/2022 15:29:39,6847619,3,2,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I am tired of lockdown,Pro,7,ANTI,842,307,For,ITT,1,1
5,1658935780893,27/07/2022 15:29:40,6847619,3,3,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,For,I want to return to 'normal life',Pro,7,ANTI,890,307,For,ITT,1,1
6,1658935783686,27/07/2022 15:29:43,6847619,3,4,Somewhat Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,For,I believe it is safe,Pro,5,ANTI,867,307,For,ITT,1,0
7,1658935787090,27/07/2022 15:29:47,6847619,3,5,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,For,It will mean I can meet family members,Pro,6,ANTI,897,307,For,ITT,1,1
14,1658935804248,27/07/2022 15:30:04,6847619,3,12,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",1,For,I want to protect my family and friends,Pro,7,ANTI,889,307,For,ITT,1,1
16,1658935810434,27/07/2022 15:30:10,6847619,3,14,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,For,I want to protect myself from covid 19,Pro,7,ANTI,891,307,For,ITT,1,1
17,1658935812969,27/07/2022 15:30:12,6847619,3,15,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Pro,7,ANTI,865,307,For,ITT,1,1
21,1658935880218,27/07/2022 15:31:20,6847619,3,19,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",3,For,To protect family and friends,Pro,7,ANTI,861,307,For,ITT,1,1
22,1658935883095,27/07/2022 15:31:23,6847619,3,20,Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,For,It has been approved so is safe,Pro,6,ANTI,878,307,For,ITT,1,1
23,1658935888523,27/07/2022 15:31:28,6847619,3,21,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",1,For,Vulnerable person likely to become very ill with covid,Pro,7,ANTI,859,307,For,ITT,1,1
24,1658935893079,27/07/2022 15:31:33,6847619,3,22,Agree,statements,43,Most weeks,Most months,25,Male,A levels,1,For,I want to beable to go on holiday,Pro,6,ANTI,853,307,For,ITT,1,1
25,1658935897005,27/07/2022 15:31:37,6847619,3,23,Disagree,statements,48,Rarely,Rarely,38,Male,A levels,1,For,Being vaccinated enables lockdown to be rescinded.,Pro,2,ANTI,883,307,For,ITT,1,0
26,1658935899593,27/07/2022 15:31:39,6847619,3,24,Strongly Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,For,i dont want to put strain on the health services,Pro,7,ANTI,873,307,For,ITT,1,1
27,1658935903201,27/07/2022 15:31:43,6847619,3,25,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,3,For,I can interact with elderly members of my family.,Pro,7,ANTI,885,307,For,ITT,1,1
29,1658935909674,27/07/2022 15:31:49,6847619,3,27,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,For,It will protect me,Pro,6,ANTI,895,307,For,ITT,1,1
30,1658935914387,27/07/2022 15:31:54,6847619,3,28,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",2,For,"Feel I have to to be able to get back to ""normal""",Pro,7,ANTI,860,307,For,ITT,1,1
35,1658935923775,27/07/2022 15:32:03,6847619,3,33,Strongly Disagree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,For,The government has told me to do so.,Pro,1,ANTI,849,307,For,ITT,1,0
36,1658935926302,27/07/2022 15:32:06,6847619,3,34,Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I can receive the vaccination passport and travel,Pro,2,ANTI,841,307,For,ITT,1,0
40,1658935939909,27/07/2022 15:32:19,6847619,3,38,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be immune from the disease,Pro,7,ANTI,847,307,For,ITT,1,1
41,1658935941012,27/07/2022 15:32:21,6847619,3,39,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,3,For,thinks it necessary,Pro,7,ANTI,855,307,For,ITT,1,1
44,1658935949719,27/07/2022 15:32:29,6847619,3,42,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,For,I want to be protected,Pro,7,ANTI,866,307,For,ITT,1,1
46,1658935956677,27/07/2022 15:32:36,6847619,3,44,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",2,For,I want to prevent my ability to infect others,Pro,7,ANTI,848,307,For,ITT,1,1
49,1658935963784,27/07/2022 15:32:43,6847619,3,47,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Pro,7,ANTI,884,307,For,ITT,1,1
50,1658935964332,27/07/2022 15:32:44,6847619,3,48,Strongly Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,2,For,i want to protect others,Pro,7,ANTI,872,307,For,ITT,1,1
51,1658935968578,27/07/2022 15:32:48,6847619,3,49,Somewhat Agree,statements,43,Most weeks,Most months,25,Male,A levels,2,For,I am scared of getting covid and will try anything to lower risk,Pro,5,ANTI,854,307,For,ITT,1,0
52,1658935970842,27/07/2022 15:32:50,6847619,3,50,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",2,For,It will enable me to carry on as normal,Pro,6,ANTI,896,307,For,ITT,1,1
56,1658935983719,27/07/2022 15:33:03,6847619,3,54,Somewhat Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",3,For,The more people that are vaccinated the quicker things will return to normal,Pro,5,ANTI,879,307,For,ITT,1,0
57,1658935996903,27/07/2022 15:33:16,6847619,3,55,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I want to be able to visit vulnerable friends and loved ones without being a risk factor to them,Pro,7,ANTI,843,307,For,ITT,1,1
61,1658936007316,27/07/2022 15:33:27,6847619,3,59,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",1,For,It will help protect vulnerable people,Pro,7,ANTI,877,307,For,ITT,1,1
63,1658936029552,27/07/2022 15:33:49,6847619,3,61,Disagree,statements,46,Most weeks,Most days,51,Female,GCSEs,1,For,i want to protect myself,Pro,2,ANTI,871,307,For,ITT,1,0
3,1658936049253,27/07/2022 15:34:09,6847677,3,1,Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,For,I believe it is safe,Pro,6,ANTI,867,316,For,ITT,1,1
6,1658936073675,27/07/2022 15:34:33,6847677,3,4,Somewhat Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Pro,5,ANTI,865,316,For,ITT,1,0
7,1658936076140,27/07/2022 15:34:36,6847677,3,5,Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,2,For,i want to protect others,Pro,6,ANTI,872,316,For,ITT,1,1
11,1658936097181,27/07/2022 15:34:57,6847677,3,9,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",2,For,It will enable me to carry on as normal,Pro,6,ANTI,896,316,For,ITT,1,1
15,1658936116895,27/07/2022 15:35:16,6847677,3,13,Neither Agree nor Disagree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I am tired of lockdown,Pro,4,ANTI,842,316,For,ITT,1,0
17,1658936135188,27/07/2022 15:35:35,6847677,3,15,Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be immune from the disease,Pro,6,ANTI,847,316,For,ITT,1,1
20,1658936153088,27/07/2022 15:35:53,6847677,3,18,Agree,statements,43,Most weeks,Most months,25,Male,A levels,2,For,I am scared of getting covid and will try anything to lower risk,Pro,6,ANTI,854,316,For,ITT,1,1
21,1658936154915,27/07/2022 15:35:54,6847677,3,19,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,For,It will protect me,Pro,6,ANTI,895,316,For,ITT,1,1
22,1658936159192,27/07/2022 15:35:59,6847677,3,20,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",3,For,The more people that are vaccinated the quicker things will return to normal,Pro,7,ANTI,879,316,For,ITT,1,1
23,1658936163146,27/07/2022 15:36:03,6847677,3,21,Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",1,For,Vulnerable person likely to become very ill with covid,Pro,6,ANTI,859,316,For,ITT,1,1
26,1658936183939,27/07/2022 15:36:23,6847677,3,24,Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",2,For,"Feel I have to to be able to get back to ""normal""",Pro,6,ANTI,860,316,For,ITT,1,1
30,1658936203777,27/07/2022 15:36:43,6847677,3,28,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",1,For,I want to protect my family and friends,Pro,7,ANTI,889,316,For,ITT,1,1
32,1658936214507,27/07/2022 15:36:54,6847677,3,30,Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",2,For,I want to prevent my ability to infect others,Pro,6,ANTI,848,316,For,ITT,1,1
33,1658936216577,27/07/2022 15:36:56,6847677,3,31,Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,For,i dont want to put strain on the health services,Pro,6,ANTI,873,316,For,ITT,1,1
34,1658936217639,27/07/2022 15:36:57,6847677,3,32,Agree,statements,43,Most weeks,Most months,25,Male,A levels,3,For,thinks it necessary,Pro,6,ANTI,855,316,For,ITT,1,1
35,1658936221506,27/07/2022 15:37:01,6847677,3,33,Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I want to be able to visit vulnerable friends and loved ones without being a risk factor to them,Pro,6,ANTI,843,316,For,ITT,1,1
37,1658936228358,27/07/2022 15:37:08,6847677,3,35,Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,For,I want to protect myself from covid 19,Pro,6,ANTI,891,316,For,ITT,1,1
38,1658936230575,27/07/2022 15:37:10,6847677,3,36,Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,For,It will mean I can meet family members,Pro,6,ANTI,897,316,For,ITT,1,1
39,1658936233159,27/07/2022 15:37:13,6847677,3,37,Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I can receive the vaccination passport and travel,Pro,6,ANTI,841,316,For,ITT,1,1
41,1658936237426,27/07/2022 15:37:17,6847677,3,39,Agree,statements,48,Rarely,Rarely,38,Male,A levels,3,For,I can interact with elderly members of my family.,Pro,6,ANTI,885,316,For,ITT,1,1
42,1658936246115,27/07/2022 15:37:26,6847677,3,40,Agree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Pro,6,ANTI,884,316,For,ITT,1,1
43,1658936248374,27/07/2022 15:37:28,6847677,3,41,Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,For,I want to return to 'normal life',Pro,6,ANTI,890,316,For,ITT,1,1
44,1658936251940,27/07/2022 15:37:31,6847677,3,42,Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,For,The government has told me to do so.,Pro,6,ANTI,849,316,For,ITT,1,1
48,1658936269277,27/07/2022 15:37:49,6847677,3,46,Agree,statements,43,Most weeks,Most months,25,Male,A levels,1,For,I want to beable to go on holiday,Pro,6,ANTI,853,316,For,ITT,1,1
49,1658936270406,27/07/2022 15:37:50,6847677,3,47,Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,For,I want to be protected,Pro,6,ANTI,866,316,For,ITT,1,1
50,1658936271251,27/07/2022 15:37:51,6847677,3,48,Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,1,For,i want to protect myself,Pro,6,ANTI,871,316,For,ITT,1,1
52,1658936278136,27/07/2022 15:37:58,6847677,3,50,Somewhat Agree,statements,48,Rarely,Rarely,38,Male,A levels,1,For,Being vaccinated enables lockdown to be rescinded.,Pro,5,ANTI,883,316,For,ITT,1,0
53,1658936280183,27/07/2022 15:38:00,6847677,3,51,Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,For,It has been approved so is safe,Pro,6,ANTI,878,316,For,ITT,1,1
58,1658936296812,27/07/2022 15:38:16,6847677,3,56,Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",3,For,To protect family and friends,Pro,6,ANTI,861,316,For,ITT,1,1
61,1658936307206,27/07/2022 15:38:27,6847677,3,59,Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",1,For,It will help protect vulnerable people,Pro,6,ANTI,877,316,For,ITT,1,1
3,1658936439097,27/07/2022 15:40:39,6847729,3,1,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",2,For,It has been approved so is safe,Pro,7,ANTI,878,339,For,ITT,1,1
6,1658936448155,27/07/2022 15:40:48,6847729,3,4,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,3,For,I can interact with elderly members of my family.,Pro,7,ANTI,885,339,For,ITT,1,1
10,1658936455983,27/07/2022 15:40:55,6847729,3,8,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,I want to be able to visit vulnerable friends and loved ones without being a risk factor to them,Pro,7,ANTI,843,339,For,ITT,1,1
11,1658936457660,27/07/2022 15:40:57,6847729,3,9,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Pro,7,ANTI,865,339,For,ITT,1,1
12,1658936458977,27/07/2022 15:40:58,6847729,3,10,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,3,For,thinks it necessary,Pro,7,ANTI,855,339,For,ITT,1,1
14,1658936462977,27/07/2022 15:41:02,6847729,3,12,Strongly Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",1,For,It will protect me,Pro,7,ANTI,895,339,For,ITT,1,1
15,1658936466087,27/07/2022 15:41:06,6847729,3,13,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",2,For,I want to prevent my ability to infect others,Pro,7,ANTI,848,339,For,ITT,1,1
17,1658936469110,27/07/2022 15:41:09,6847729,3,15,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",1,For,I want to protect my family and friends,Pro,7,ANTI,889,339,For,ITT,1,1
18,1658936470239,27/07/2022 15:41:10,6847729,3,16,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,For,I believe it is safe,Pro,7,ANTI,867,339,For,ITT,1,1
23,1658936484265,27/07/2022 15:41:24,6847729,3,21,Strongly Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,For,I want to be protected,Pro,7,ANTI,866,339,For,ITT,1,1
28,1658936497853,27/07/2022 15:41:37,6847729,3,26,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Pro,7,ANTI,884,339,For,ITT,1,1
29,1658936498967,27/07/2022 15:41:38,6847729,3,27,Strongly Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,1,For,i want to protect myself,Pro,7,ANTI,871,339,For,ITT,1,1
30,1658936499804,27/07/2022 15:41:39,6847729,3,28,Strongly Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,2,For,i want to protect others,Pro,7,ANTI,872,339,For,ITT,1,1
31,1658936501470,27/07/2022 15:41:41,6847729,3,29,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",3,For,The more people that are vaccinated the quicker things will return to normal,Pro,7,ANTI,879,339,For,ITT,1,1
32,1658936502822,27/07/2022 15:41:42,6847729,3,30,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",3,For,I want to protect myself from covid 19,Pro,7,ANTI,891,339,For,ITT,1,1
33,1658936504695,27/07/2022 15:41:44,6847729,3,31,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,I am tired of lockdown,Pro,7,ANTI,842,339,For,ITT,1,1
35,1658936508659,27/07/2022 15:41:48,6847729,3,33,Strongly Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",3,For,It will mean I can meet family members,Pro,7,ANTI,897,339,For,ITT,1,1
40,1658936520785,27/07/2022 15:42:00,6847729,3,38,Strongly Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,For,I want to return to 'normal life',Pro,7,ANTI,890,339,For,ITT,1,1
41,1658936522844,27/07/2022 15:42:02,6847729,3,39,Strongly Agree,statements,50,Most weeks,Most weeks,48,Male,"Undergraduate degree (BSc, BA)",2,For,It will enable me to carry on as normal,Pro,7,ANTI,896,339,For,ITT,1,1
42,1658936524490,27/07/2022 15:42:04,6847729,3,40,Strongly Agree,statements,46,Most weeks,Most days,51,Female,GCSEs,3,For,i dont want to put strain on the health services,Pro,7,ANTI,873,339,For,ITT,1,1
46,1658936531721,27/07/2022 15:42:11,6847729,3,44,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,1,For,I want to beable to go on holiday,Pro,7,ANTI,853,339,For,ITT,1,1
49,1658936538187,27/07/2022 15:42:18,6847729,3,47,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",3,For,The government has told me to do so.,Pro,7,ANTI,849,339,For,ITT,1,1
50,1658936541098,27/07/2022 15:42:21,6847729,3,48,Strongly Agree,statements,43,Most weeks,Most months,25,Male,A levels,2,For,I am scared of getting covid and will try anything to lower risk,Pro,7,ANTI,854,339,For,ITT,1,1
53,1658936548609,27/07/2022 15:42:28,6847729,3,51,Strongly Agree,statements,48,Rarely,Rarely,38,Male,A levels,1,For,Being vaccinated enables lockdown to be rescinded.,Pro,7,ANTI,883,339,For,ITT,1,1
54,1658936549690,27/07/2022 15:42:29,6847729,3,52,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",3,For,To protect family and friends,Pro,7,ANTI,861,339,For,ITT,1,1
55,1658936550862,27/07/2022 15:42:30,6847729,3,53,Strongly Agree,statements,42,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be immune from the disease,Pro,7,ANTI,847,339,For,ITT,1,1
58,1658936555365,27/07/2022 15:42:35,6847729,3,56,Strongly Agree,statements,47,Rarely,Most days,27,Female,"Undergraduate degree (BSc, BA)",1,For,It will help protect vulnerable people,Pro,7,ANTI,877,339,For,ITT,1,1
59,1658936558799,27/07/2022 15:42:38,6847729,3,57,Strongly Agree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",2,For,"Feel I have to to be able to get back to ""normal""",Pro,7,ANTI,860,339,For,ITT,1,1
60,1658936564103,27/07/2022 15:42:44,6847729,3,58,Neither Agree nor Disagree,statements,44,Rarely,Most weeks,26,Female,"Undergraduate degree (BSc, BA)",1,For,Vulnerable person likely to become very ill with covid,Pro,4,ANTI,859,339,For,ITT,1,0
64,1658936575591,27/07/2022 15:42:55,6847729,3,62,Strongly Agree,statements,41,Rarely,Most months,29,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,I can receive the vaccination passport and travel,Pro,7,ANTI,841,339,For,ITT,1,1
6,1658936576089,27/07/2022 15:42:56,6847753,3,4,Agree,statements,49,Rarely,Most months,35,Male,"GCSEs,A levels,Undergraduate degree (BSc, BA)",2,For,I want to return to 'normal life',Pro,6,ANTI,890,355,For,ITT,1,1
11,1658936593802,27/07/2022 15:43:13,6847753,3,9,Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",2,For,I want to be protected,Pro,6,ANTI,866,355,For,ITT,1,1
16,1658936614806,27/07/2022 15:43:34,6847753,3,14,Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",3,For,I believe it is safe,Pro,6,ANTI,867,355,For,ITT,1,1
17,1658936616399,27/07/2022 15:43:36,6847753,3,15,Agree,statements,45,Most weeks,A few times a year,34,Male,"Undergraduate degree (BSc, BA)",1,For,I trust the health care officials,Pro,6,ANTI,865,355,For,ITT,1,1
18,1658936618450,27/07/2022 15:43:38,6847753,3,16,Agree,statements,48,Rarely,Rarely,38,Male,A levels,2,For,Getting vaccinated helps reduce the spread of the virus.,Pro,6,ANTI,884,355,For,ITT,1,1
