Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
17,1647018150738,11/03/2022 17:02:30,6023579,7,15,Disagree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",4,Against,I like meat too much,Anti,2,PRO,496,133,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
22,1647018213516,11/03/2022 17:03:33,6023579,7,20,Somewhat Agree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",6,Against,Be Vegan is not healthy.... No proteins!,Anti,5,PRO,540,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
23,1647018232752,11/03/2022 17:03:52,6023579,7,21,Neither Agree nor Disagree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",6,Against,The animals are well looked after and killed humanely,Anti,4,PRO,498,133,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
24,1647018240730,11/03/2022 17:04:00,6023579,7,22,Strongly Disagree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",4,Against,Vegan food is not tasty.,Anti,1,PRO,538,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
25,1647018253685,11/03/2022 17:04:13,6023579,7,23,Strongly Disagree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",4,Against,"""I tried it once and I missed cheese/bacon/chicken too much""",Anti,1,PRO,526,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,0
26,1647018266222,11/03/2022 17:04:26,6023579,7,24,Agree,statements,81,Most months,A few times a year,49,Female,"Undergraduate degree (BSc, BA)",6,Against,I don't believe that animals are equal to humans.,Anti,6,PRO,486,133,Against,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
28,1647018286240,11/03/2022 17:04:46,6023579,7,26,Strongly Agree,statements,85,Once or twice a year,Most months,28,Male,"Undergraduate degree (BSc, BA)",4,Against,It's a personal choice,Anti,7,PRO,508,133,Against,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
29,1647018309617,11/03/2022 17:05:09,6023579,7,27,Strongly Disagree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,"Vegans are cranks and militants, you should not be part of that group as they cause trouble for farmers and try to foist their idelogogy onto others. Welfare standards here are to a high standard",Anti,1,PRO,534,133,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,0
33,1647018367334,11/03/2022 17:06:07,6023579,7,31,Strongly Agree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",5,Against,What I do doesn't make a difference,Anti,7,PRO,497,133,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
38,1647018422608,11/03/2022 17:07:02,6023579,7,36,Agree,statements,81,Most months,A few times a year,49,Female,"Undergraduate degree (BSc, BA)",4,Against,I enjoy eating animal products,Anti,6,PRO,484,133,Against,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
39,1647018435342,11/03/2022 17:07:15,6023579,7,37,Strongly Agree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,You do not get enough protein and you will become deficient in B12 and maybe folates/iron. It is not healthy to fully omit a food group from your diet and meat/eggs are great sources of protein.,Anti,7,PRO,532,133,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,1
40,1647018446886,11/03/2022 17:07:26,6023579,7,38,Strongly Agree,statements,86,Most weeks,A few times a year,31,Non-binary,"Undergraduate degree (BSc, BA)",6,Against,"I grew up in a culture which has meat, eggs, fish and dairy centrally to our food and it's hard to change the habit of a lifetime. I don't even really know what the alternatives are.",Anti,7,PRO,516,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
41,1647018454284,11/03/2022 17:07:34,6023579,7,39,Somewhat Disagree,statements,84,Once or twice a year,Most weeks,35,Female,"Undergraduate degree (BSc, BA)",4,Against,I enjoy the taste of meat.,Anti,3,PRO,502,133,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,ITT,1,0
44,1647018490725,11/03/2022 17:08:10,6023579,7,42,Agree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",5,Against,Be Vegan will change nothing.,Anti,6,PRO,539,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
45,1647018499944,11/03/2022 17:08:19,6023579,7,43,Strongly Agree,statements,82,Most months,Most months,24,Female,"Undergraduate degree (BSc, BA)",5,Against,Lack of places to eat,Anti,7,PRO,491,133,Against,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,ITT,1,1
46,1647018509421,11/03/2022 17:08:29,6023579,7,44,Somewhat Disagree,statements,86,Most weeks,A few times a year,31,Non-binary,"Undergraduate degree (BSc, BA)",4,Against,"I find it too hard to imagine giving up cheese, because I just like the taste so much.",Anti,3,PRO,514,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
47,1647018516416,11/03/2022 17:08:36,6023579,7,45,Strongly Agree,statements,87,A few times a year,Most weeks,30,Female,A levels,6,Against,"cheaper to be non vegan, vegan food is more expensive",Anti,7,PRO,522,133,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
50,1647018538925,11/03/2022 17:08:58,6023579,7,48,Strongly Agree,statements,87,A few times a year,Most weeks,30,Female,A levels,5,Against,"more accesible to eat non vegan food, have to spend longer shopping for vegan products and difficult eating out",Anti,7,PRO,521,133,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
52,1647018566707,11/03/2022 17:09:26,6023579,7,50,Agree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",5,Against,"""Humankind are naturally adapted to eat animals - we've been doing it for thousands of years. Humans need animal proteins""",Anti,6,PRO,527,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,1
55,1647018592189,11/03/2022 17:09:52,6023579,7,53,Strongly Agree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",6,Against,I'm not worried that an animal has to die for me to eat a burger,Anti,7,PRO,528,133,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,1
59,1647018628190,11/03/2022 17:10:28,6023579,7,57,Strongly Disagree,statements,87,A few times a year,Most weeks,30,Female,A levels,4,Against,non vegan food tastes a lot better than vegan food,Anti,1,PRO,520,133,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
61,1647018648551,11/03/2022 17:10:48,6023579,7,59,Strongly Agree,statements,84,Once or twice a year,Most weeks,35,Female,"Undergraduate degree (BSc, BA)",6,Against,Animals are killed humanely so I don't feel guilty.,Anti,7,PRO,504,133,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,ITT,1,1
64,1647018680494,11/03/2022 17:11:20,6023579,7,62,Agree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,"Animals are bred to feed people and have been a food source for centuries, no one knows the long term effects of veganism.",Anti,6,PRO,533,133,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,1
3,1647017972670,11/03/2022 16:59:32,6023642,7,1,Somewhat Agree,statements,84,Once or twice a year,Most weeks,35,Female,"Undergraduate degree (BSc, BA)",6,Against,Animals are killed humanely so I don't feel guilty.,Anti,5,PRO,504,176,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,ITT,1,0
6,1647017999645,11/03/2022 16:59:59,6023642,7,4,Strongly Disagree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",5,Against,"""Humankind are naturally adapted to eat animals - we've been doing it for thousands of years. Humans need animal proteins""",Anti,1,PRO,527,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,0
7,1647018007248,11/03/2022 17:00:07,6023642,7,5,Agree,statements,81,Most months,A few times a year,49,Female,"Undergraduate degree (BSc, BA)",4,Against,I enjoy eating animal products,Anti,6,PRO,484,176,Against,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
9,1647018062516,11/03/2022 17:01:02,6023642,7,7,Neither Agree nor Disagree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",5,Against,Be Vegan will change nothing.,Anti,4,PRO,539,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
11,1647018112863,11/03/2022 17:01:52,6023642,7,9,Agree,statements,81,Most months,A few times a year,49,Female,"Undergraduate degree (BSc, BA)",5,Against,I see a diet as one where I can consume anything that is edible.,Anti,6,PRO,485,176,Against,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,1
13,1647018401794,11/03/2022 17:06:41,6023642,7,11,Somewhat Agree,statements,82,Most months,Most months,24,Female,"Undergraduate degree (BSc, BA)",4,Against,Lack of information about this kind of diet,Anti,5,PRO,490,176,Against,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,ITT,1,0
14,1647018424447,11/03/2022 17:07:04,6023642,7,12,Neither Agree nor Disagree,statements,87,A few times a year,Most weeks,30,Female,A levels,6,Against,"cheaper to be non vegan, vegan food is more expensive",Anti,4,PRO,522,176,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
16,1647018676728,11/03/2022 17:11:16,6023642,7,14,Somewhat Disagree,statements,86,Most weeks,A few times a year,31,Non-binary,"Undergraduate degree (BSc, BA)",4,Against,"I find it too hard to imagine giving up cheese, because I just like the taste so much.",Anti,3,PRO,514,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
19,1647018715714,11/03/2022 17:11:55,6023642,7,17,Neither Agree nor Disagree,statements,81,Most months,A few times a year,49,Female,"Undergraduate degree (BSc, BA)",6,Against,I don't believe that animals are equal to humans.,Anti,4,PRO,486,176,Against,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
22,1647018759926,11/03/2022 17:12:39,6023642,7,20,Somewhat Agree,statements,82,Most months,Most months,24,Female,"Undergraduate degree (BSc, BA)",6,Against,I have a preference for animal products,Anti,5,PRO,492,176,Against,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,ITT,1,0
23,1647018770301,11/03/2022 17:12:50,6023642,7,21,Somewhat Agree,statements,86,Most weeks,A few times a year,31,Non-binary,"Undergraduate degree (BSc, BA)",5,Against,"I'm worried I won't get enough nutrients and vitamins if I stop eating meat, fish, egg or dairy. Using supplements for vitamins seems an unnecessary hassle and cost",Anti,5,PRO,515,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
26,1647018788352,11/03/2022 17:13:08,6023642,7,24,Somewhat Agree,statements,85,Once or twice a year,Most months,28,Male,"Undergraduate degree (BSc, BA)",4,Against,It's a personal choice,Anti,5,PRO,508,176,Against,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
34,1647018935254,11/03/2022 17:15:35,6023642,7,32,Agree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",4,Against,I like meat too much,Anti,6,PRO,496,176,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
35,1647018966011,11/03/2022 17:16:06,6023642,7,33,Agree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",6,Against,The animals are well looked after and killed humanely,Anti,6,PRO,498,176,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
36,1647018970315,11/03/2022 17:16:10,6023642,7,34,Neither Agree nor Disagree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",4,Against,Vegan food is not tasty.,Anti,4,PRO,538,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
37,1647018976651,11/03/2022 17:16:16,6023642,7,35,Neither Agree nor Disagree,statements,82,Most months,Most months,24,Female,"Undergraduate degree (BSc, BA)",5,Against,Lack of places to eat,Anti,4,PRO,491,176,Against,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,ITT,1,0
39,1647018991476,11/03/2022 17:16:31,6023642,7,37,Somewhat Disagree,statements,87,A few times a year,Most weeks,30,Female,A levels,5,Against,"more accesible to eat non vegan food, have to spend longer shopping for vegan products and difficult eating out",Anti,3,PRO,521,176,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
40,1647018997442,11/03/2022 17:16:37,6023642,7,38,Neither Agree nor Disagree,statements,90,Most months,Most weeks,36,Male,"Undergraduate degree (BSc, BA)",6,Against,Be Vegan is not healthy.... No proteins!,Anti,4,PRO,540,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
47,1647019201275,11/03/2022 17:20:01,6023642,7,45,Agree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,"Animals are bred to feed people and have been a food source for centuries, no one knows the long term effects of veganism.",Anti,6,PRO,533,176,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,1
49,1647019234438,11/03/2022 17:20:34,6023642,7,47,Neither Agree nor Disagree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,"Vegans are cranks and militants, you should not be part of that group as they cause trouble for farmers and try to foist their idelogogy onto others. Welfare standards here are to a high standard",Anti,4,PRO,534,176,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,0
50,1647019244724,11/03/2022 17:20:44,6023642,7,48,Somewhat Agree,statements,86,Most weeks,A few times a year,31,Non-binary,"Undergraduate degree (BSc, BA)",6,Against,"I grew up in a culture which has meat, eggs, fish and dairy centrally to our food and it's hard to change the habit of a lifetime. I don't even really know what the alternatives are.",Anti,5,PRO,516,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
54,1647019291470,11/03/2022 17:21:31,6023642,7,52,Neither Agree nor Disagree,statements,85,Once or twice a year,Most months,28,Male,"Undergraduate degree (BSc, BA)",6,Against,Everyone is eating like this,Anti,4,PRO,510,176,Against,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
55,1647019297264,11/03/2022 17:21:37,6023642,7,53,Somewhat Disagree,statements,87,A few times a year,Most weeks,30,Female,A levels,4,Against,non vegan food tastes a lot better than vegan food,Anti,3,PRO,520,176,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
57,1647019343590,11/03/2022 17:22:23,6023642,7,55,Neither Agree nor Disagree,statements,89,Most weeks,Most weeks,50,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,You do not get enough protein and you will become deficient in B12 and maybe folates/iron. It is not healthy to fully omit a food group from your diet and meat/eggs are great sources of protein.,Anti,4,PRO,532,176,Against,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,ITT,1,0
58,1647019346348,11/03/2022 17:22:26,6023642,7,56,Agree,statements,84,Once or twice a year,Most weeks,35,Female,"Undergraduate degree (BSc, BA)",4,Against,I enjoy the taste of meat.,Anti,6,PRO,502,176,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,ITT,1,1
60,1647019367458,11/03/2022 17:22:47,6023642,7,58,Agree,statements,85,Once or twice a year,Most months,28,Male,"Undergraduate degree (BSc, BA)",5,Against,It tastes very good,Anti,6,PRO,509,176,Against,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
61,1647019384389,11/03/2022 17:23:04,6023642,7,59,Agree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",6,Against,I'm not worried that an animal has to die for me to eat a burger,Anti,6,PRO,528,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,1
62,1647019391154,11/03/2022 17:23:11,6023642,7,60,Disagree,statements,88,Most weeks,Most months,45,Female,"Undergraduate degree (BSc, BA)",4,Against,"""I tried it once and I missed cheese/bacon/chicken too much""",Anti,2,PRO,526,176,Against,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,ITT,1,0
63,1647019396315,11/03/2022 17:23:16,6023642,7,61,Agree,statements,83,Rarely,Most weeks,42,Other,"Undergraduate degree (BSc, BA)",5,Against,What I do doesn't make a difference,Anti,6,PRO,497,176,Against,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,ITT,1,1
64,1647019401855,11/03/2022 17:23:21,6023642,7,62,Agree,statements,84,Once or twice a year,Most weeks,35,Female,"Undergraduate degree (BSc, BA)",5,Against,You don't get enough protein following a vegan diet.,Anti,6,PRO,503,176,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,ITT,1,1
3,1647017768668,11/03/2022 16:56:08,6023566,7,1,Somewhat Agree,statements,59,A few times a year,Most months,33,Male,"Undergraduate degree (BSc, BA)",4,Against,I like the taste of meat/cheese and could not give it up,Anti,5,PRO,352,126,Against,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
4,1647017772874,11/03/2022 16:56:12,6023566,7,2,Strongly Agree,statements,55,A few times a year,Once or twice a year,42,Male,"Undergraduate degree (BSc, BA)",5,Against,Difficulty in living vegan lifestyle.,Anti,7,PRO,329,126,Against,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,ITT,1,1
7,1647017799225,11/03/2022 16:56:39,6023566,7,5,Disagree,statements,56,A few times a year,Most months,25,Male,"Undergraduate degree (BSc, BA)",6,Against,I don't think I could get all the necessary nutrients,Anti,2,PRO,336,126,Against,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
12,1647017814019,11/03/2022 16:56:54,6023566,7,10,Somewhat Disagree,statements,58,Most days,Most days,36,Male,"Undergraduate degree (BSc, BA)",5,Against,Humans are evolved carnivores,Anti,3,PRO,347,126,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
13,1647017822309,11/03/2022 16:57:02,6023566,7,11,Disagree,statements,52,Rarely,A few times a year,31,Female,GCSEs,6,Against,"Being vegan is hard & not manly,I don't want my bros laughing at me.Vegetarianism is for girls who like pretty ponies.Eating meat gives me protein which I need to maintain these muscles when I workout",Anti,2,PRO,312,126,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,ITT,1,0
14,1647017830105,11/03/2022 16:57:10,6023566,7,12,Somewhat Agree,statements,60,Rarely,Most months,66,Male,Vocational Training / Apprenticeship,5,Against,I am working out and need to get loads of protein,Anti,5,PRO,359,126,Against,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
15,1647017833560,11/03/2022 16:57:13,6023566,7,13,Somewhat Agree,statements,53,Most months,Most weeks,19,Male,"Undergraduate degree (BSc, BA)",5,Against,One might like the taste of real meat,Anti,5,PRO,317,126,Against,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
19,1647017856298,11/03/2022 16:57:36,6023566,7,17,Somewhat Disagree,statements,52,Rarely,A few times a year,31,Female,GCSEs,5,Against,"I like to eat meat because it's tasty,it's comfort food that I grew up on and I don't want to eat rabbit food.I don't like vegetables .Besides,I get anemic and mt doctor says red meat is a good source",Anti,3,PRO,311,126,Against,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,ITT,1,0
20,1647017860332,11/03/2022 16:57:40,6023566,7,18,Neither Agree nor Disagree,statements,57,A few times a year,Most months,42,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,I enjoy eating meat. Humans have always eaten meat.,Anti,4,PRO,340,126,Against,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
22,1647017873412,11/03/2022 16:57:53,6023566,7,20,Somewhat Agree,statements,54,Most months,A few times a year,28,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Meat is too tasty to give up,Anti,5,PRO,324,126,Against,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,ITT,1,0
25,1647017882106,11/03/2022 16:58:02,6023566,7,23,Neither Agree nor Disagree,statements,57,A few times a year,Most months,42,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Meat provides protein. It is unhealthy to give up meat and dairy products,Anti,4,PRO,342,126,Against,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
28,1647017896860,11/03/2022 16:58:16,6023566,7,26,Somewhat Agree,statements,59,A few times a year,Most months,33,Male,"Undergraduate degree (BSc, BA)",5,Against,"I do not consider the act of eating meat/dairy as unethical, I believe it is natural/human nature.",Anti,5,PRO,353,126,Against,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
30,1647017914086,11/03/2022 16:58:34,6023566,7,28,Agree,statements,57,A few times a year,Most months,42,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Being vegan is not going to stop global heating. You need to tackle the big polluting industries,Anti,6,PRO,341,126,Against,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
32,1647017924599,11/03/2022 16:58:44,6023566,7,30,Strongly Disagree,statements,56,A few times a year,Most months,25,Male,"Undergraduate degree (BSc, BA)",4,Against,I don't care about animal welfare or how farm animals are treated,Anti,1,PRO,334,126,Against,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,ITT,1,0
35,1647017961163,11/03/2022 16:59:21,6023566,7,33,Somewhat Agree,statements,58,Most days,Most days,36,Male,"Undergraduate degree (BSc, BA)",6,Against,We've always eaten meat,Anti,5,PRO,348,126,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
38,1647017987749,11/03/2022 16:59:47,6023566,7,36,Strongly Disagree,statements,54,Most months,A few times a year,28,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,Animals are inferior and deserve no consideration,Anti,1,PRO,323,126,Against,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,ITT,1,0
41,1647018002261,11/03/2022 17:00:02,6023566,7,39,Neither Agree nor Disagree,statements,51,Rarely,Once or twice a year,31,Male,A levels,5,Against,What would happen with all the meat animals. Should we just let them go to roam the wild?,Anti,4,PRO,305,126,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
42,1647018007108,11/03/2022 17:00:07,6023566,7,40,Somewhat Agree,statements,60,Rarely,Most months,66,Male,Vocational Training / Apprenticeship,4,Against,"I just enjoy my meat so much, I have to have my meat and cannot live without it.",Anti,5,PRO,358,126,Against,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,ITT,1,0
