Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
16,1651570608444,03/05/2022 09:36:48,6396343,4,14,Strongly Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Remain,To trade easily with other EU counties.,Anti,1,PRO,288,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
18,1651570608929,03/05/2022 09:36:48,6396343,4,16,Strongly Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",5,Remain,There is good access to the markets within the EU,Anti,1,PRO,257,35,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
19,1651570609070,03/05/2022 09:36:49,6396343,4,17,Strongly Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,5,Remain,It opens up more jobs or keep hold of jobs.,Anti,1,PRO,245,35,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
22,1651570609698,03/05/2022 09:36:49,6396343,4,20,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,5,Remain,Could be easier for the country to get food/goods,Anti,1,PRO,293,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
24,1651570610167,03/05/2022 09:36:50,6396343,4,22,Strongly Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",5,Remain,Less impact on exports,Anti,1,PRO,269,35,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
25,1651570610386,03/05/2022 09:36:50,6396343,4,23,Strongly Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",4,Remain,Itâs worthwhile being a member,Anti,1,PRO,274,35,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
26,1651570610605,03/05/2022 09:36:50,6396343,4,24,Strongly Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",4,Remain,The economy will thrive better as it is so integrated to the EU,Anti,1,PRO,256,35,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
28,1651570610933,03/05/2022 09:36:50,6396343,4,26,Strongly Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,6,Remain,worried about change,Anti,1,PRO,252,35,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
29,1651570611104,03/05/2022 09:36:51,6396343,4,27,Strongly Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,5,Remain,centralised policies,Anti,1,PRO,251,35,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
30,1651570611295,03/05/2022 09:36:51,6396343,4,28,Somewhat Disagree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",5,Remain,To protect the economy in terms of the people here that are already in secure jobs thus not disrupting our welfare (i.e jobs like doctors healthcare etc),Anti,3,PRO,263,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
31,1651570611465,03/05/2022 09:36:51,6396343,4,29,Somewhat Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",6,Remain,No freedom of movement,Anti,3,PRO,276,35,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
32,1651570611620,03/05/2022 09:36:51,6396343,4,30,Strongly Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,4,Remain,safety and security of the country,Anti,1,PRO,250,35,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
40,1651570617613,03/05/2022 09:36:57,6396343,4,38,Strongly Agree,statements,50,Rarely,A few times a year,70,Male,A levels,6,Remain,Remainers felt that a united front both politically and from a military perspective would be preferable as the peace of europe had been good since the second world war,Anti,7,PRO,300,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
41,1651570620315,03/05/2022 09:37:00,6396343,4,39,Strongly Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,4,Remain,EU businesses can continue to invest money into business in the UK,Anti,1,PRO,244,35,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
43,1651570622477,03/05/2022 09:37:02,6396343,4,41,Strongly Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",6,Remain,Many businesses are in favour for it,Anti,1,PRO,258,35,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
45,1651570622867,03/05/2022 09:37:02,6396343,4,43,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,4,Remain,Keeps tradition alive,Anti,1,PRO,292,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
46,1651570623031,03/05/2022 09:37:03,6396343,4,44,Strongly Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",5,Remain,Agreements are already in place,Anti,1,PRO,281,35,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
49,1651570624603,03/05/2022 09:37:04,6396343,4,47,Strongly Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",6,Remain,We are better protected,Anti,1,PRO,270,35,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
51,1651570627039,03/05/2022 09:37:07,6396343,4,49,Strongly Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Remain,To travel easily between countries.,Anti,1,PRO,287,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
55,1651570630731,03/05/2022 09:37:10,6396343,4,53,Strongly Disagree,statements,50,Rarely,A few times a year,70,Male,A levels,5,Remain,Similar to above those remainers I spoke to were convinced there would be large numbers of people made redundant. One person only voted remain because she thought her son might lose his job.,Anti,1,PRO,299,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
57,1651570631132,03/05/2022 09:37:11,6396343,4,55,Strongly Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",4,Remain,We are stronger in the EU,Anti,1,PRO,268,35,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
61,1651570639273,03/05/2022 09:37:19,6396343,4,59,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,6,Remain,Could keep ties/relationships to other countries strong,Anti,1,PRO,294,35,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
64,1651570640168,03/05/2022 09:37:20,6396343,4,62,Strongly Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",5,Remain,We will lose trading agreements if we leave,Anti,1,PRO,275,35,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
4,1651570689269,03/05/2022 09:38:09,6396361,4,2,Somewhat Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,6,Remain,EU can provide consumer goods over to the UK,Anti,5,PRO,246,44,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
5,1651570693733,03/05/2022 09:38:13,6396361,4,3,Strongly Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",4,Remain,Ease of travel between countries in the EU,Anti,1,PRO,280,44,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
8,1651570711725,03/05/2022 09:38:31,6396361,4,6,Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,6,Remain,worried about change,Anti,2,PRO,252,44,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
10,1651570715261,03/05/2022 09:38:35,6396361,4,8,Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",6,Remain,More beneficial trading within EU,Anti,2,PRO,282,44,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
12,1651570719684,03/05/2022 09:38:39,6396361,4,10,Strongly Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,5,Remain,It opens up more jobs or keep hold of jobs.,Anti,1,PRO,245,44,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
13,1651570725029,03/05/2022 09:38:45,6396361,4,11,Strongly Disagree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",5,Remain,To protect the economy in terms of the people here that are already in secure jobs thus not disrupting our welfare (i.e jobs like doctors healthcare etc),Anti,1,PRO,263,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
16,1651570739292,03/05/2022 09:38:59,6396361,4,14,Neither Agree nor Disagree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",6,Remain,"For holidaying purposes, to allow us to freely travel abroad without visas and restrictions",Anti,4,PRO,264,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
17,1651570745985,03/05/2022 09:39:05,6396361,4,15,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,4,Remain,Remainers to whom I spoke seemed convince that the UK would lose huge amounts of trade and therefore income would suffer.,Anti,6,PRO,298,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
19,1651570752334,03/05/2022 09:39:12,6396361,4,17,Somewhat Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",6,Remain,Many businesses are in favour for it,Anti,3,PRO,258,44,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
21,1651570757617,03/05/2022 09:39:17,6396361,4,19,Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,4,Remain,safety and security of the country,Anti,2,PRO,250,44,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
22,1651570761026,03/05/2022 09:39:21,6396361,4,20,Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",4,Remain,People feared it would damage the economy and we would lose the priveleges we had from imported foods etc,Anti,6,PRO,262,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
24,1651570772114,03/05/2022 09:39:32,6396361,4,22,Neither Agree nor Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,4,Remain,EU businesses can continue to invest money into business in the UK,Anti,4,PRO,244,44,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
26,1651570780603,03/05/2022 09:39:40,6396361,4,24,Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",4,Remain,We are stronger in the EU,Anti,6,PRO,268,44,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,1
27,1651570782168,03/05/2022 09:39:42,6396361,4,25,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Remain,To travel easily between countries.,Anti,6,PRO,287,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
30,1651570790430,03/05/2022 09:39:50,6396361,4,28,Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Remain,For national security.,Anti,2,PRO,286,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
32,1651570797586,03/05/2022 09:39:57,6396361,4,30,Neither Agree nor Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",6,Remain,We are better protected,Anti,4,PRO,270,44,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
41,1651570835171,03/05/2022 09:40:35,6396361,4,39,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,5,Remain,Could be easier for the country to get food/goods,Anti,2,PRO,293,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
42,1651570839156,03/05/2022 09:40:39,6396361,4,40,Strongly Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",4,Remain,The economy will thrive better as it is so integrated to the EU,Anti,1,PRO,256,44,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
43,1651570842525,03/05/2022 09:40:42,6396361,4,41,Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",5,Remain,We will lose trading agreements if we leave,Anti,6,PRO,275,44,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
46,1651570850720,03/05/2022 09:40:50,6396361,4,44,Neither Agree nor Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,5,Remain,centralised policies,Anti,4,PRO,251,44,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
47,1651570856080,03/05/2022 09:40:56,6396361,4,45,Neither Agree nor Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Remain,To trade easily with other EU counties.,Anti,4,PRO,288,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
48,1651571084743,03/05/2022 09:44:44,6396361,4,46,Somewhat Agree,statements,50,Rarely,A few times a year,70,Male,A levels,5,Remain,Similar to above those remainers I spoke to were convinced there would be large numbers of people made redundant. One person only voted remain because she thought her son might lose his job.,Anti,5,PRO,299,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
50,1651571092376,03/05/2022 09:44:52,6396361,4,48,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,4,Remain,Keeps tradition alive,Anti,1,PRO,292,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
53,1651571100587,03/05/2022 09:45:00,6396361,4,51,Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",5,Remain,Agreements are already in place,Anti,2,PRO,281,44,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
54,1651571103264,03/05/2022 09:45:03,6396361,4,52,Neither Agree nor Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",6,Remain,No freedom of movement,Anti,4,PRO,276,44,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
56,1651571109395,03/05/2022 09:45:09,6396361,4,54,Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",4,Remain,Itâs worthwhile being a member,Anti,6,PRO,274,44,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
57,1651571111536,03/05/2022 09:45:11,6396361,4,55,Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",5,Remain,Less impact on exports,Anti,2,PRO,269,44,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
58,1651571115844,03/05/2022 09:45:15,6396361,4,56,Neither Agree nor Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",5,Remain,There is good access to the markets within the EU,Anti,4,PRO,257,44,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
60,1651571120355,03/05/2022 09:45:20,6396361,4,58,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,6,Remain,Could keep ties/relationships to other countries strong,Anti,2,PRO,294,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
64,1651571135407,03/05/2022 09:45:35,6396361,4,62,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,6,Remain,Remainers felt that a united front both politically and from a military perspective would be preferable as the peace of europe had been good since the second world war,Anti,6,PRO,300,44,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
3,1651570772301,03/05/2022 09:39:32,6396385,4,1,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,5,Remain,Could be easier for the country to get food/goods,Anti,1,PRO,293,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
6,1651570778823,03/05/2022 09:39:38,6396385,4,4,Strongly Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,4,Remain,safety and security of the country,Anti,1,PRO,250,54,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,0
10,1651570797243,03/05/2022 09:39:57,6396385,4,8,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,6,Remain,Could keep ties/relationships to other countries strong,Anti,1,PRO,294,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
11,1651570799815,03/05/2022 09:39:59,6396385,4,9,Strongly Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",4,Remain,We are stronger in the EU,Anti,7,PRO,268,54,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,1
15,1651570813806,03/05/2022 09:40:13,6396385,4,13,Strongly Agree,statements,50,Rarely,A few times a year,70,Male,A levels,4,Remain,Remainers to whom I spoke seemed convince that the UK would lose huge amounts of trade and therefore income would suffer.,Anti,7,PRO,298,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
18,1651570827444,03/05/2022 09:40:27,6396385,4,16,Strongly Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Remain,To trade easily with other EU counties.,Anti,1,PRO,288,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
20,1651570834499,03/05/2022 09:40:34,6396385,4,18,Strongly Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",5,Remain,There is good access to the markets within the EU,Anti,7,PRO,257,54,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,1
22,1651570846623,03/05/2022 09:40:46,6396385,4,20,Strongly Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,6,Remain,EU can provide consumer goods over to the UK,Anti,7,PRO,246,54,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,1
23,1651570848514,03/05/2022 09:40:48,6396385,4,21,Strongly Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",6,Remain,No freedom of movement,Anti,7,PRO,276,54,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
24,1651570854173,03/05/2022 09:40:54,6396385,4,22,Strongly Disagree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",5,Remain,To protect the economy in terms of the people here that are already in secure jobs thus not disrupting our welfare (i.e jobs like doctors healthcare etc),Anti,1,PRO,263,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
27,1651570862348,03/05/2022 09:41:02,6396385,4,25,Agree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",4,Remain,Ease of travel between countries in the EU,Anti,6,PRO,280,54,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
28,1651570863755,03/05/2022 09:41:03,6396385,4,26,Strongly Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",5,Remain,To travel easily between countries.,Anti,7,PRO,287,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
29,1651570866457,03/05/2022 09:41:06,6396385,4,27,Strongly Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",4,Remain,The economy will thrive better as it is so integrated to the EU,Anti,7,PRO,256,54,Against,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,1
32,1651570872759,03/05/2022 09:41:12,6396385,4,30,Strongly Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,5,Remain,It opens up more jobs or keep hold of jobs.,Anti,1,PRO,245,54,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
34,1651570879331,03/05/2022 09:41:19,6396385,4,32,Strongly Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",4,Remain,Itâs worthwhile being a member,Anti,7,PRO,274,54,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
36,1651570884069,03/05/2022 09:41:24,6396385,4,34,Strongly Disagree,statements,49,Rarely,Rarely,22,Female,A levels,4,Remain,Keeps tradition alive,Anti,1,PRO,292,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
41,1651570892926,03/05/2022 09:41:32,6396385,4,39,Agree,statements,42,Rarely,Most months,59,Male,GCSEs,6,Remain,worried about change,Anti,6,PRO,252,54,Against,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,ITT,1,1
44,1651570899069,03/05/2022 09:41:39,6396385,4,42,Strongly Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,4,Remain,EU businesses can continue to invest money into business in the UK,Anti,1,PRO,244,54,Against,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,ITT,1,0
45,1651570902295,03/05/2022 09:41:42,6396385,4,43,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",6,Remain,"For holidaying purposes, to allow us to freely travel abroad without visas and restrictions",Anti,7,PRO,264,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
46,1651570903924,03/05/2022 09:41:43,6396385,4,44,Strongly Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",6,Remain,We are better protected,Anti,1,PRO,270,54,Against,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,ITT,1,0
47,1651570909043,03/05/2022 09:41:49,6396385,4,45,Strongly Agree,statements,50,Rarely,A few times a year,70,Male,A levels,6,Remain,Remainers felt that a united front both politically and from a military perspective would be preferable as the peace of europe had been good since the second world war,Anti,7,PRO,300,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,1
48,1651570912372,03/05/2022 09:41:52,6396385,4,46,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",4,Remain,People feared it would damage the economy and we would lose the priveleges we had from imported foods etc,Anti,7,PRO,262,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
51,1651570918151,03/05/2022 09:41:58,6396385,4,49,Strongly Agree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",6,Remain,More beneficial trading within EU,Anti,7,PRO,282,54,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,1
55,1651570963517,03/05/2022 09:42:43,6396385,4,53,Strongly Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",5,Remain,Agreements are already in place,Anti,1,PRO,281,54,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
57,1651570973854,03/05/2022 09:42:53,6396385,4,55,Somewhat Disagree,statements,50,Rarely,A few times a year,70,Male,A levels,5,Remain,Similar to above those remainers I spoke to were convinced there would be large numbers of people made redundant. One person only voted remain because she thought her son might lose his job.,Anti,3,PRO,299,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,ITT,1,0
58,1651570975660,03/05/2022 09:42:55,6396385,4,56,Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Remain,For national security.,Anti,2,PRO,286,54,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,ITT,1,0
