Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
30,1651664329961,04/05/2022 11:38:49,6404932,4,28,Somewhat Agree,statements,70,Rarely,Rarely,30,Female,A levels,2,Leave,ability to change British laws easier,Pro,5,PRO,416,123,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
31,1651664334238,04/05/2022 11:38:54,6404932,4,29,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Leave,Control on immigration.,Pro,6,PRO,409,123,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
33,1651664340222,04/05/2022 11:39:00,6404932,4,31,Somewhat Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,3,Leave,Control our own borders without being told who we can and canât let in to the country,Pro,5,PRO,399,123,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
34,1651664342754,04/05/2022 11:39:02,6404932,4,32,Somewhat Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",3,Leave,High time for British people to learn the skill rather than employe people outside.,Pro,5,PRO,387,123,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
35,1651664346237,04/05/2022 11:39:06,6404932,4,33,Somewhat Disagree,statements,67,Rarely,A few times a year,33,Female,GCSEs,1,Leave,Take back control of the country without the EU making all the decisions,Pro,3,PRO,397,123,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
36,1651664348446,04/05/2022 11:39:08,6404932,4,34,Somewhat Agree,statements,64,Never,Never,48,Female,A levels,3,Leave,fair trade on a global scale,Pro,5,PRO,381,123,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
39,1651664357714,04/05/2022 11:39:17,6404932,4,37,Somewhat Agree,statements,62,Rarely,Most days,54,Male,GCSEs,3,Leave,There would be more jobs with higher pay,Pro,5,PRO,369,123,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
40,1651664359485,04/05/2022 11:39:19,6404932,4,38,Somewhat Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,More freedom to govern ourselves,Pro,5,PRO,373,123,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
43,1651664370867,04/05/2022 11:39:30,6404932,4,41,Neither Agree nor Disagree,statements,61,Never,Never,68,Female,No formal qualifications,3,Leave,for people to be better off,Pro,4,PRO,363,123,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
46,1651664382026,04/05/2022 11:39:42,6404932,4,44,Disagree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",1,Leave,Benefits. British people should review their benefit system.,Pro,2,PRO,385,123,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
47,1651664386365,04/05/2022 11:39:46,6404932,4,45,Somewhat Agree,statements,70,Rarely,Rarely,30,Female,A levels,3,Leave,make own trade agreements,Pro,5,PRO,417,123,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
48,1651664390129,04/05/2022 11:39:50,6404932,4,46,Neither Agree nor Disagree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,3,Leave,UK will be better off as independent,Pro,4,PRO,405,123,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
57,1651664415844,04/05/2022 11:40:15,6404932,4,55,Neither Agree nor Disagree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,2,Leave,It's so expensive to be in the EU,Pro,4,PRO,404,123,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
58,1651664418705,04/05/2022 11:40:18,6404932,4,56,Neither Agree nor Disagree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",2,Leave,More business opportunities,Pro,4,PRO,392,123,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
61,1651664425164,04/05/2022 11:40:25,6404932,4,59,Somewhat Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Leave,The option of Global trade deals,Pro,5,PRO,411,123,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
62,1651664428780,04/05/2022 11:40:28,6404932,4,60,Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,2,Leave,Not have to pay billions to the EU every year - this can go towards our NHS and other services we need,Pro,6,PRO,398,123,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
4,1651664328454,04/05/2022 11:38:48,6404940,4,2,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Leave,Less money going into the EU,Pro,6,PRO,410,126,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
6,1651664336864,04/05/2022 11:38:56,6404940,4,4,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Leave,Control on immigration.,Pro,6,PRO,409,126,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
7,1651664338721,04/05/2022 11:38:58,6404940,4,5,Somewhat Agree,statements,61,Never,Never,68,Female,No formal qualifications,1,Leave,to trade with other counties,Pro,5,PRO,361,126,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
12,1651664351995,04/05/2022 11:39:11,6404940,4,10,Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",1,Leave,Benefits. British people should review their benefit system.,Pro,6,PRO,385,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
13,1651664353633,04/05/2022 11:39:13,6404940,4,11,Agree,statements,70,Rarely,Rarely,30,Female,A levels,3,Leave,make own trade agreements,Pro,6,PRO,417,126,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
14,1651664356222,04/05/2022 11:39:16,6404940,4,12,Somewhat Agree,statements,62,Rarely,Most days,54,Male,GCSEs,3,Leave,There would be more jobs with higher pay,Pro,5,PRO,369,126,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
15,1651664357676,04/05/2022 11:39:17,6404940,4,13,Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,More freedom to govern ourselves,Pro,6,PRO,373,126,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
18,1651664368735,04/05/2022 11:39:28,6404940,4,16,Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,1,Leave,We want to take back control,Pro,6,PRO,403,126,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
19,1651664370102,04/05/2022 11:39:30,6404940,4,17,Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",3,Leave,More budget control on our own,Pro,6,PRO,393,126,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
22,1651664380082,04/05/2022 11:39:40,6404940,4,20,Somewhat Agree,statements,62,Rarely,Most days,54,Male,GCSEs,1,Leave,That the fishermen would be able to fish in their own waters,Pro,5,PRO,367,126,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
24,1651664387363,04/05/2022 11:39:47,6404940,4,22,Somewhat Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Leave,The common law approach to law does not fit well with the inquisitorial basis of the continental system of law,Pro,5,PRO,374,126,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
25,1651664395596,04/05/2022 11:39:55,6404940,4,23,Somewhat Agree,statements,64,Never,Never,48,Female,A levels,3,Leave,fair trade on a global scale,Pro,5,PRO,381,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
27,1651664405806,04/05/2022 11:40:05,6404940,4,25,Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,2,Leave,It's so expensive to be in the EU,Pro,6,PRO,404,126,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
29,1651664414492,04/05/2022 11:40:14,6404940,4,27,Agree,statements,64,Never,Never,48,Female,A levels,1,Leave,"independence, this country is strong enough to act on it's own and do fair deals with the rest of the world outside of the EU. The Eu has a lot of control over what the UK and it's citizens do",Pro,6,PRO,379,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
30,1651664416964,04/05/2022 11:40:16,6404940,4,28,Somewhat Agree,statements,62,Rarely,Most days,54,Male,GCSEs,2,Leave,People not from the UK getting benefits,Pro,5,PRO,368,126,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
38,1651664473347,04/05/2022 11:41:13,6404940,4,36,Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",3,Leave,High time for British people to learn the skill rather than employe people outside.,Pro,6,PRO,387,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
40,1651664475931,04/05/2022 11:41:15,6404940,4,38,Agree,statements,70,Rarely,Rarely,30,Female,A levels,2,Leave,ability to change British laws easier,Pro,6,PRO,416,126,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
41,1651664479313,04/05/2022 11:41:19,6404940,4,39,Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",1,Leave,More Autonomy can be made,Pro,6,PRO,391,126,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
42,1651664482908,04/05/2022 11:41:22,6404940,4,40,Strongly Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,3,Leave,Control our own borders without being told who we can and canât let in to the country,Pro,7,PRO,399,126,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
44,1651664489706,04/05/2022 11:41:29,6404940,4,42,Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,1,Leave,Take back control of the country without the EU making all the decisions,Pro,6,PRO,397,126,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
50,1651664504364,04/05/2022 11:41:44,6404940,4,48,Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Leave,As a net contributor we should have more control over how we equalise the wealth of the UK,Pro,6,PRO,375,126,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
52,1651664518835,04/05/2022 11:41:58,6404940,4,50,Somewhat Agree,statements,61,Never,Never,68,Female,No formal qualifications,3,Leave,for people to be better off,Pro,5,PRO,363,126,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
53,1651664542221,04/05/2022 11:42:22,6404940,4,51,Agree,statements,61,Never,Never,68,Female,No formal qualifications,2,Leave,to voice our opinon and to get better value for our money when dealing with different things,Pro,6,PRO,362,126,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
55,1651664549724,04/05/2022 11:42:29,6404940,4,53,Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,2,Leave,Not have to pay billions to the EU every year - this can go towards our NHS and other services we need,Pro,6,PRO,398,126,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
56,1651664551364,04/05/2022 11:42:31,6404940,4,54,Somewhat Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",2,Leave,More business opportunities,Pro,5,PRO,392,126,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
57,1651664553379,04/05/2022 11:42:33,6404940,4,55,Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,3,Leave,UK will be better off as independent,Pro,6,PRO,405,126,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
59,1651664561864,04/05/2022 11:42:41,6404940,4,57,Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",2,Leave,British should learn to produce their own rather than being dependent on other countries.,Pro,6,PRO,386,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
60,1651664563181,04/05/2022 11:42:43,6404940,4,58,Agree,statements,64,Never,Never,48,Female,A levels,2,Leave,Stronger individual economy. Being in the EU did not strength the economy of the UK,Pro,6,PRO,380,126,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
62,1651664568905,04/05/2022 11:42:48,6404940,4,60,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Leave,The option of Global trade deals,Pro,6,PRO,411,126,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
64,1651664572859,04/05/2022 11:42:52,6404940,4,62,Agree,statements,70,Rarely,Rarely,30,Female,A levels,1,Leave,independance for Britian / united kingdon,Pro,6,PRO,415,126,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
3,1651664461301,04/05/2022 11:41:01,6404977,4,1,Strongly Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,More freedom to govern ourselves,Pro,7,PRO,373,134,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
12,1651664588105,04/05/2022 11:43:08,6404977,4,10,Strongly Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",1,Leave,More Autonomy can be made,Pro,7,PRO,391,134,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
13,1651664591381,04/05/2022 11:43:11,6404977,4,11,Somewhat Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Leave,Less money going into the EU,Pro,5,PRO,410,134,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
15,1651664610410,04/05/2022 11:43:30,6404977,4,13,Strongly Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,1,Leave,We want to take back control,Pro,7,PRO,403,134,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
16,1651664615923,04/05/2022 11:43:35,6404977,4,14,Somewhat Agree,statements,61,Never,Never,68,Female,No formal qualifications,2,Leave,to voice our opinon and to get better value for our money when dealing with different things,Pro,5,PRO,362,134,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
18,1651664624386,04/05/2022 11:43:44,6404977,4,16,Somewhat Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",2,Leave,More business opportunities,Pro,5,PRO,392,134,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
20,1651664632623,04/05/2022 11:43:52,6404977,4,18,Somewhat Agree,statements,70,Rarely,Rarely,30,Female,A levels,3,Leave,make own trade agreements,Pro,5,PRO,417,134,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
23,1651664650361,04/05/2022 11:44:10,6404977,4,21,Agree,statements,61,Never,Never,68,Female,No formal qualifications,1,Leave,to trade with other counties,Pro,6,PRO,361,134,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
24,1651664654843,04/05/2022 11:44:14,6404977,4,22,Somewhat Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,2,Leave,Not have to pay billions to the EU every year - this can go towards our NHS and other services we need,Pro,5,PRO,398,134,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
27,1651664828067,04/05/2022 11:47:08,6404977,4,25,Neither Agree nor Disagree,statements,64,Never,Never,48,Female,A levels,2,Leave,Stronger individual economy. Being in the EU did not strength the economy of the UK,Pro,4,PRO,380,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
29,1651664836526,04/05/2022 11:47:16,6404977,4,27,Somewhat Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,2,Leave,It's so expensive to be in the EU,Pro,5,PRO,404,134,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
30,1651664848897,04/05/2022 11:47:28,6404977,4,28,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Leave,The option of Global trade deals,Pro,6,PRO,411,134,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
31,1651664852791,04/05/2022 11:47:32,6404977,4,29,Neither Agree nor Disagree,statements,62,Rarely,Most days,54,Male,GCSEs,2,Leave,People not from the UK getting benefits,Pro,4,PRO,368,134,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
33,1651664867110,04/05/2022 11:47:47,6404977,4,31,Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",3,Leave,More budget control on our own,Pro,6,PRO,393,134,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
34,1651664870624,04/05/2022 11:47:50,6404977,4,32,Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",2,Leave,British should learn to produce their own rather than being dependent on other countries.,Pro,6,PRO,386,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
38,1651664991226,04/05/2022 11:49:51,6404977,4,36,Somewhat Agree,statements,64,Never,Never,48,Female,A levels,3,Leave,fair trade on a global scale,Pro,5,PRO,381,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
40,1651664996737,04/05/2022 11:49:56,6404977,4,38,Strongly Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,3,Leave,Control our own borders without being told who we can and canât let in to the country,Pro,7,PRO,399,134,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1651665004188,04/05/2022 11:50:04,6404977,4,41,Neither Agree nor Disagree,statements,61,Never,Never,68,Female,No formal qualifications,3,Leave,for people to be better off,Pro,4,PRO,363,134,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
45,1651665116159,04/05/2022 11:51:56,6404977,4,43,Strongly Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",3,Leave,High time for British people to learn the skill rather than employe people outside.,Pro,7,PRO,387,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
48,1651665126172,04/05/2022 11:52:06,6404977,4,46,Strongly Agree,statements,70,Rarely,Rarely,30,Female,A levels,1,Leave,independance for Britian / united kingdon,Pro,7,PRO,415,134,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
49,1651665127703,04/05/2022 11:52:07,6404977,4,47,Strongly Agree,statements,70,Rarely,Rarely,30,Female,A levels,2,Leave,ability to change British laws easier,Pro,7,PRO,416,134,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
50,1651665131867,04/05/2022 11:52:11,6404977,4,48,Strongly Agree,statements,67,Rarely,A few times a year,33,Female,GCSEs,1,Leave,Take back control of the country without the EU making all the decisions,Pro,7,PRO,397,134,For,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
53,1651665139696,04/05/2022 11:52:19,6404977,4,51,Agree,statements,69,Once or twice a year,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Leave,Control on immigration.,Pro,6,PRO,409,134,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Baseline,0,NA
55,1651665145861,04/05/2022 11:52:25,6404977,4,53,Strongly Agree,statements,62,Rarely,Most days,54,Male,GCSEs,1,Leave,That the fishermen would be able to fish in their own waters,Pro,7,PRO,367,134,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
56,1651665148815,04/05/2022 11:52:28,6404977,4,54,Neither Agree nor Disagree,statements,62,Rarely,Most days,54,Male,GCSEs,3,Leave,There would be more jobs with higher pay,Pro,4,PRO,369,134,For,Strongly agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
59,1651665159380,04/05/2022 11:52:39,6404977,4,57,Somewhat Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,3,Leave,UK will be better off as independent,Pro,5,PRO,405,134,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
60,1651665207337,04/05/2022 11:53:27,6404977,4,58,Strongly Agree,statements,64,Never,Never,48,Female,A levels,1,Leave,"independence, this country is strong enough to act on it's own and do fair deals with the rest of the world outside of the EU. The Eu has a lot of control over what the UK and it's citizens do",Pro,7,PRO,379,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Baseline,0,NA
61,1651665210854,04/05/2022 11:53:30,6404977,4,59,Strongly Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Leave,The common law approach to law does not fit well with the inquisitorial basis of the continental system of law,Pro,7,PRO,374,134,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
62,1651665216225,04/05/2022 11:53:36,6404977,4,60,Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Leave,As a net contributor we should have more control over how we equalise the wealth of the UK,Pro,6,PRO,375,134,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
64,1651665222017,04/05/2022 11:53:42,6404977,4,62,Somewhat Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",1,Leave,Benefits. British people should review their benefit system.,Pro,5,PRO,385,134,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
4,1651664502869,04/05/2022 11:41:42,6404987,4,2,Strongly Agree,statements,63,Most months,Most weeks,61,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Leave,As a net contributor we should have more control over how we equalise the wealth of the UK,Pro,7,PRO,375,139,For,Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
5,1651664505254,04/05/2022 11:41:45,6404987,4,3,Strongly Agree,statements,68,Rarely,Once or twice a year,54,Female,Vocational Training / Apprenticeship,1,Leave,We want to take back control,Pro,7,PRO,403,139,For,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
8,1651664530379,04/05/2022 11:42:10,6404987,4,6,Agree,statements,66,Never,Once or twice a year,50,Male,"Undergraduate degree (BSc, BA)",3,Leave,More budget control on our own,Pro,6,PRO,393,139,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
9,1651664535407,04/05/2022 11:42:15,6404987,4,7,Strongly Agree,statements,65,A few times a year,A few times a year,59,Female,"Undergraduate degree (BSc, BA)",3,Leave,High time for British people to learn the skill rather than employe people outside.,Pro,7,PRO,387,139,For,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
